Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
36,1224993,287775
200,2070046,1132828
397,2438051,1500833
594,1441020,503802
795,1444825,507607
996,1149417,212199
1201,1365879,428661
1399,1169366,232148
1600,1266460,329242
1802,1153442,216224
2003,1123153,185935
2208,828094,0
2417,1182992,245774
2615,1261633,324415
2812,1171108,233890
3013,1440841,503623
3212,1735696,798478
3414,1303227,366009
3618,1235699,298481
3822,1058509,121291
4015,1327969,390751
4229,1177878,240660
4429,1102629,165411
4619,867922,0
4819,1347629,410411
5033,1082598,145380
5221,1437783,500565
5421,1234377,297159
5632,965306,28088
5828,1209897,272679
6025,1039458,102240
6237,1046104,108886
6438,1108726,171508
6627,993006,55788
6827,1312453,375235
7041,329043,0
7230,2031051,1093833
7438,482650,0
7645,727446,0
7835,1297216,359998
8047,1567022,629804
8236,992762,55544
8437,1719286,782068
8638,1290228,353010
8852,1119177,181959
9042,965376,28158
9251,515118,0
9453,645348,0
9657,1157907,220689
9858,1065264,128046
10061,1173412,236194
10249,1957588,1020370
10454,1376160,438942
10657,1017589,80371
10865,1157849,220631
11055,969784,32566
11269,1011352,74134
11412,1310349,373131
11607,1678923,741705
11811,923567,0
12008,801494,0
12218,1764160,826942
12418,1198526,261308
12619,1146686,209468
12825,1142284,205066
13027,1178205,240987
13216,1292412,355194
13417,1215423,278205
13633,1105242,168024
13820,1104092,166874
14035,1013965,76747
14228,1182326,245108
14437,1105242,168024
14626,1131932,194714
14833,1187186,249968
15042,1151036,213818
15228,1409690,472472
15432,1144174,206956
15647,791506,0
15839,448423,0
16041,1156406,219188
16235,2129289,1192071
16443,1190426,253208
16651,1150095,212877
16839,1703664,766446
17041,1255319,318101
17253,1119967,182749
17455,1108726,171508
17657,1174728,237510
17849,1180752,243534
18061,1115693,178475
18254,797129,0
18462,835209,0
18652,1365033,427815
18854,1244484,307266
19062,1167746,230528
19268,1056555,119337
19460,1038981,101763
19654,1147864,210646
19856,1118306,181088
20056,1381304,444086
20260,1118286,181068
20462,1214296,277078
20665,2057469,1120251
20867,1235371,298153
21068,1306959,369741
21267,919593,0
21479,1170470,233252
21682,1145632,208414
21873,1214629,277411
22089,1050459,113241
22286,1189514,252296
22488,1207671,270453
22638,1152327,215109
22829,1231133,293915
23042,835890,0
23230,1428850,491632
23448,1119177,181959
23636,805824,0
23843,596458,0
24040,588881,0
24249,648162,0
24451,656930,0
24648,695707,0
24852,621218,0
25056,621159,0
25258,612509,0
25460,628185,0
25660,612509,0
25856,648371,0
26063,463809,0
26261,645441,0
26463,675570,0
26655,1161308,224090
26854,1031001,93783
27067,635398,0
27268,674454,0
27471,597212,0
27668,662178,0
27873,846919,0
28080,1117435,180217
28278,1179899,242681
28478,1100917,163699
28681,909310,0
28884,1112209,174991
29084,1114822,177604
29286,1118306,181088
29490,875900,0
29688,1136643,199425
29882,1298534,361316
30077,1254505,317287
30279,1192912,255694
30492,1065264,128046
30691,673027,0
30898,649829,0
31085,1042398,105180
31300,609896,0
31504,622960,0
31704,547869,0
31904,616863,0
32099,715236,0
32293,997905,60687
32493,981417,44199
32702,673714,0
32914,659948,0
33055,763539,0
33255,676267,0
33462,660696,0
33663,474598,0
33865,627314,0
34066,622334,0
34268,621218,0
34469,664411,0
34664,1217966,280748
34873,1121789,184571
35061,986928,49710
35256,1273959,336741
35478,1103500,166282
35664,838300,0
35880,1113951,176733
36084,1115693,178475
36280,1131369,194151
36469,1267463,330245
36670,1459786,522568
36871,1285241,348023
37074,954468,17250
37285,1113951,176733
37484,1127778,190560
37689,615992,0
37882,732653,0
38091,320285,0
38292,276131,0
38491,1500862,563644
38690,692467,0
38895,659948,0
39092,698947,0
39301,454228,0
39502,738290,0
39701,442907,0
39902,564256,0
40098,671407,0
40304,630390,0
40510,599171,0
40695,738459,0
40897,917960,0
41098,767334,0
41301,700761,0
41512,605541,0
41700,1456115,518897
41918,597812,0
42111,677887,0
42318,657240,0
42521,416503,0
42722,519692,0
42923,616863,0
43125,609025,0
43318,692467,0
43525,629927,0
43713,1419711,482493
43928,673472,0
44131,339548,0
44331,1112209,174991
44469,2106397,1169179
44678,1495713,558495
44885,1114822,177604
45085,1110821,173603
45273,1311112,373894
45470,1099407,162189
45672,442945,0
45874,650232,0
46075,1508245,571027
46276,939194,1976
46477,663542,0
46678,662800,0
46879,533030,0
47081,706881,0
47283,696310,0
47483,619476,0
47685,422005,0
47887,670390,0
48090,665724,0
48290,698134,0
48491,747173,0
48692,816157,0
48894,739191,0
49097,716436,0
49298,651021,0
49499,763140,0
49701,502296,0
49902,650232,0
50103,653313,0
50303,1009919,72701
50506,517692,0
50707,672469,0
50908,664658,0
51109,1090043,152825
51311,940008,2790
51511,416662,0
51712,476957,0
51915,637630,0
52115,731785,0
52317,659078,0
52518,651267,0
52720,680231,0
52922,688210,0
53123,683578,0
53324,697161,0
53525,621218,0
53727,1397472,460254
53927,835407,0
54128,728900,0
54330,1028525,91307
54532,674701,0
54733,676870,0
54936,1056146,118928
55135,946892,9674
55351,650151,0
55548,707047,0
55755,613380,0
55894,1016333,79115
56104,707850,0
56298,779558,0
56503,698315,0
56697,1413234,476016
56915,561722,0
57103,1059134,121916
57302,827178,0
57515,622089,0
57717,615992,0
57908,842838,0
58106,895913,0
58309,816947,0
58519,662764,0
58720,675767,0
58924,676686,0
59119,500169,0
59321,518319,0
59514,1358747,421529
59713,867612,0
59924,1312504,375286
