Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
20,1029316,0
199,1750917,542760
401,1463820,255663
598,1549861,341704
807,534490,0
1014,766517,0
1205,1898258,690101
1401,1733846,525689
1603,1404196,196039
1805,915768,0
2013,990802,0
2204,1402520,194363
2408,1205696,0
2619,1094791,0
2821,1112209,0
3021,1127886,0
3209,1981829,773672
3417,1151546,0
3612,1166897,0
3813,893717,0
4026,778092,0
4214,1328262,120105
4426,1150095,0
4616,1271990,63833
4814,1090437,0
5014,1158755,0
5217,1256055,47898
5418,1202631,0
5619,1033101,0
5821,1175790,0
6021,1202021,0
6231,1385329,177172
6426,942853,0
6626,666777,0
6827,2375630,1167473
7029,1256082,47925
7231,1330638,122481
7433,1195725,0
7653,1219157,11000
7852,1122660,0
8040,951582,0
8254,1092178,0
8441,1670284,462127
8644,1397907,189750
8856,1148306,0
9053,1172606,0
9247,1208928,771
9462,1046975,0
9663,1129628,0
9850,1381304,173147
10064,570475,0
10265,524400,0
10467,1103500,0
10658,1509656,301499
10856,2028408,820251
11054,990301,0
11256,359180,0
11459,1224338,16181
11608,1494208,286051
11810,1706896,498739
12011,1174675,0
12213,1236613,28456
12412,1186949,0
12615,1200905,0
12815,1581479,373322
13016,1165553,0
13218,1195286,0
13419,1167429,0
13620,1214422,6265
13822,1199224,0
14024,1254497,46340
14224,1016420,0
14427,1200905,0
14629,1798845,590688
14830,1210436,2279
15031,1242222,34065
15233,1122199,0
15433,1208716,559
15634,1253766,45609
15836,1192590,0
16037,854841,0
16239,1188065,0
16441,1179703,0
16644,1137547,0
16844,1045891,0
17045,1212183,4026
17245,1162370,0
17451,1170529,0
17652,944528,0
17858,863360,0
18062,234279,0
18259,1158339,0
18457,1921150,712993
18671,1373219,165062
18872,1101149,0
19068,1023933,0
19267,1198672,0
19480,961081,0
19678,1237196,29039
19879,1113080,0
20082,1106467,0
20284,1139208,0
20482,1135589,0
20686,1121789,0
20881,1187186,0
21082,1166126,0
21288,1141168,0
21489,1155675,0
21680,883743,0
21891,468950,0
22039,745923,0
22237,1385862,177705
22446,1722819,514662
22635,1428350,220193
22836,1190488,0
23042,1278866,70709
23233,982612,0
23452,1209627,1470
23641,1526675,318518
23854,1108019,0
24055,1110468,0
24258,966149,0
24460,825314,0
24648,1313699,105542
24864,1100017,0
25065,1112209,0
25255,1302139,93982
25467,1100888,0
25664,1185566,0
25857,1481092,272935
26076,503184,0
26273,1168927,0
26481,744516,0
26677,649958,0
26867,968131,0
27066,951052,0
27266,931227,0
27475,721627,0
27680,614251,0
27883,633411,0
28070,1021425,0
28280,227180,0
28488,1016499,0
28677,730206,0
28883,674647,0
29084,748564,0
29282,682928,0
29486,694737,0
29683,927302,0
29893,627698,0
30094,474152,0
30297,1120048,0
30498,1124402,0
30688,955444,0
30896,1177466,0
31111,1127886,0
31293,1349185,141028
31494,1260500,52343
31690,1100017,0
31894,1161266,0
32092,1008255,0
32295,53996,0
32496,1078063,0
32696,1171347,0
32899,1954109,745952
33099,1189746,0
33300,1193644,0
33472,1221725,13568
33661,1568607,360450
33856,959530,0
34072,1440037,231880
34267,666547,0
34469,697327,0
34673,652137,0
34877,638636,0
35085,653252,0
35282,617734,0
35470,999377,0
35686,610795,0
35888,632411,0
36087,647314,0
36281,623828,0
36476,836860,0
36685,667981,0
36889,644325,0
37088,658447,0
37288,731049,0
37495,633111,0
37689,713527,0
37891,576855,0
38092,445656,0
38295,689227,0
38494,746726,0
38690,1075165,0
38909,505161,0
39105,661064,0
39298,687135,0
39498,588729,0
39696,901691,0
39903,681127,0
40111,638746,0
40310,1210647,2490
40503,1012805,0
40698,1175846,0
40899,1211067,2910
41107,950769,0
41309,1196532,0
41521,1140053,0
41718,1174645,0
41920,1173818,0
42123,729840,0
42315,1422355,214198
42509,1101758,0
42721,1251567,43410
42918,1224502,16345
43130,1011352,0
43326,681127,0
43532,617734,0
43728,677887,0
43928,690847,0
44136,676510,0
44280,708583,0
44474,980482,0
44678,812390,0
44890,839219,0
45079,1102271,0
45280,966540,0
45495,493097,0
45695,627314,0
45897,624701,0
46097,616863,0
46287,1039852,0
46484,702187,0
46686,704410,0
46888,673585,0
47089,756085,0
47291,647673,0
47491,681456,0
47694,613380,0
47895,706142,0
48097,683350,0
48298,1119797,0
48498,639378,0
48701,691636,0
48901,657716,0
49103,680280,0
49304,1024040,0
49506,690520,0
49707,658070,0
49908,642094,0
50110,772879,0
50311,736645,0
50513,628703,0
50714,712510,0
50916,684970,0
51117,715750,0
51317,1036233,0
51520,73647,0
51721,688091,0
51921,654368,0
52123,685821,0
52323,1304938,96781
52526,897361,0
52728,651267,0
52930,645639,0
53129,667060,0
53332,330204,0
53534,745984,0
53734,774802,0
53936,728614,0
54137,726284,0
54338,1374149,165992
54536,1098319,0
54688,998902,0
54888,1837878,629721
55090,1190562,0
55290,1127778,0
55492,1295815,87658
55693,1184567,0
55900,1192535,0
56096,1091481,0
56298,725264,0
56500,661310,0
56703,704829,0
56903,671407,0
57106,879031,0
57323,599502,0
57514,788235,0
57715,902708,0
57925,629819,0
58125,633167,0
58318,1028595,0
58528,614251,0
58730,611638,0
58935,515741,0
59134,154233,0
59328,647534,0
59522,1475875,267718
59723,1556148,347991
59936,1274281,66124
