Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
76,1135233,360066
263,1385339,610172
453,2118515,1343348
655,2422076,1646909
860,1206805,431638
1061,1648384,873217
1262,1215238,440071
1467,403879,0
1671,356780,0
1879,276967,0
2085,199145,0
2271,455144,0
2471,871067,95900
2671,1149655,374488
2872,528999,0
3085,42124,0
3287,191890,0
3489,85670,0
3686,437951,0
3880,765234,0
4095,79058,0
4294,152723,0
4496,209289,0
4697,171152,0
4900,143846,0
5092,655361,0
5302,78703,0
5492,1730166,954999
5694,1988374,1213207
5896,1571178,796011
6091,1352186,577019
6298,1762810,987643
6495,1036753,261586
6708,276662,0
6852,1507439,732272
7050,764105,0
7265,254462,0
7460,134902,0
7661,154343,0
7856,412463,0
8059,418338,0
8258,601247,0
8470,214816,0
8680,73477,0
8863,511401,0
9072,316244,0
9282,62320,0
9482,123155,0
9683,252426,0
9881,174068,0
10087,81315,0
10288,201323,0
10490,122577,0
10692,109186,0
10886,261020,0
11084,535261,0
11280,975462,200295
11492,862697,87530
11689,2822039,2046872
11885,1454154,678987
12091,1375667,600500
12292,1745309,970142
12491,2026497,1251330
12695,3186279,2411112
12887,4444567,3669400
13089,3656734,2881567
13289,2693218,1918051
13491,2964251,2189084
13697,2591695,1816528
13902,2413179,1638012
14101,2781042,2005875
14315,2960278,2185111
14498,3324962,2549795
14698,2921120,2145953
14899,2921722,2146555
15100,1505663,730496
15306,2849826,2074659
15507,2738104,1962937
15712,2806992,2031825
15913,2609545,1834378
16115,2992234,2217067
16307,3067011,2291844
16508,3611120,2835953
16707,2953243,2178076
16909,3311953,2536786
17112,1468718,693551
17326,1232946,457779
17548,1121410,346243
17722,3035114,2259947
17917,1384475,609308
18120,651704,0
18330,1030961,255794
18522,1765707,990540
18725,2790981,2015814
18920,1759238,984071
19078,2994896,2219729
19280,2574191,1799024
19480,2290027,1514860
19688,2365572,1590405
19882,2920996,2145829
20083,2671508,1896341
20281,2121399,1346232
20491,1697573,922406
20684,2436249,1661082
20890,2078156,1302989
21091,1775694,1000527
21289,1376816,601649
21489,1503207,728040
21695,450362,0
21897,336298,0
22105,115882,0
22305,71735,0
22506,94403,0
22706,467824,0
22920,79519,0
23104,632783,0
23303,1327356,552189
23514,986448,211281
23704,946300,171133
23904,1208964,433797
24105,847227,72060
24307,1370725,595558
24517,2007315,1232148
24715,2050350,1275183
24906,2106152,1330985
25106,1509022,733855
25307,1080978,305811
25508,2344001,1568834
25713,1628948,853781
25913,1986298,1211131
26114,1371696,596529
26315,1127690,352523
26516,1152719,377552
26717,1914339,1139172
26919,3092942,2317775
27122,2135806,1360639
27322,2243630,1468463
27524,2365707,1590540
27723,2189530,1414363
27923,1626098,850931
28126,2159943,1384776
28327,2252993,1477826
28529,577832,0
28735,1020680,245513
28933,765149,0
29134,1420921,645754
29336,1327503,552336
29550,1196082,420915
29741,1807304,1032137
29946,2600192,1825025
30145,1908554,1133387
30296,2861228,2086061
30497,2366729,1591562
30698,2070486,1295319
30899,2393961,1618794
31098,3392454,2617287
31300,4350796,3575629
31502,3133043,2357876
31704,4222136,3446969
31908,2794670,2019503
32106,2865617,2090450
32306,2392054,1616887
32507,2482764,1707597
32705,2696283,1921116
32911,2506293,1731126
33114,2512316,1737149
33309,2557884,1782717
33509,1901454,1126287
33710,1243179,468012
33924,1682465,907298
34118,1785289,1010122
34329,1013879,238712
34520,862786,87619
34728,714330,0
34927,1062457,287290
35123,1815374,1040207
35331,2569307,1794140
35532,3069066,2293899
35731,2999545,2224378
35928,3345590,2570423
36128,2100200,1325033
36329,3093300,2318133
36528,1944183,1169016
36729,2443485,1668318
36936,3076044,2300877
37132,1563695,788528
37336,2076352,1301185
37537,1030134,254967
37737,1521426,746259
37937,2254938,1479771
38137,1372073,596906
38336,1644523,869356
38542,1519972,744805
38750,1045435,270268
38943,1381717,606550
39146,1678322,903155
39342,822672,47505
39544,1579785,804618
39745,890493,115326
39952,1048008,272841
40155,1158733,383566
40350,1848600,1073433
40550,1391551,616384
40750,2054208,1279041
40953,1381197,606030
41154,1372906,597739
41358,2062560,1287393
41562,2719419,1944252
41760,2760804,1985637
41961,2162722,1387555
42166,1462349,687182
42367,1347215,572048
42568,1353695,578528
42719,1459238,684071
42914,1579219,804052
43117,1662834,887667
43310,1706243,931076
43529,1119283,344116
43725,1296257,521090
43919,2101505,1326338
44127,1283180,508013
44320,2265059,1489892
44525,2227607,1452440
44734,1437966,662799
44931,2529782,1754615
45124,2987660,2212493
45329,2767797,1992630
45527,3027242,2252075
45729,2624586,1849419
45931,2065167,1290000
46138,1437954,662787
46335,1253777,478610
46529,1542171,767004
46731,840035,64868
46932,201116,0
47147,25577,0
47337,872456,97289
47538,1314154,538987
47742,1383858,608691
47943,2101617,1326450
48141,2227761,1452594
48342,1570955,795788
48550,2130319,1355152
48745,1747677,972510
