Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
35,280538,0
192,1224135,875996
390,930161,582022
607,115037,0
797,267301,0
1004,263193,0
1206,143719,0
1409,160810,0
1611,137568,0
1812,146876,0
2004,257975,0
2206,295281,0
2408,316266,0
2610,330317,0
2822,139745,0
3017,314871,0
3209,1049257,701118
3412,157183,0
3618,372152,24013
3827,145080,0
4024,222234,0
4232,231790,0
4432,149488,0
4622,401237,53098
4827,237523,0
5034,156456,0
5228,386097,37958
5439,125974,0
5626,528563,180424
5829,550537,202398
6029,357797,9658
6236,197389,0
6442,236364,0
6635,384821,36682
6836,315874,0
7042,203122,0
7246,215803,0
7441,316372,0
7648,226645,0
7850,215304,0
8050,197485,0
8250,258546,0
8442,769624,421485
8655,163464,0
8858,264509,0
9060,181415,0
9257,298054,0
9455,276628,0
9662,213684,0
9858,309271,0
10069,194805,0
10262,292947,0
10466,218545,0
10663,290618,0
10867,266191,0
11075,146876,0
11217,271964,0
11427,257124,0
11621,277658,0
11824,229885,0
12024,237985,0
12225,258546,0
12421,404521,56382
12625,243985,0
12836,174255,0
13033,231505,0
13240,175971,0
13431,419564,71425
13630,593394,245255
13836,349031,892
14051,130328,0
14246,168024,0
14442,312359,0
14645,277658,0
14853,138248,0
15054,152709,0
15250,263905,0
15459,158198,0
15646,523576,175437
15863,278959,0
16067,130328,0
16273,190342,0
16456,603368,255229
16665,288928,0
16864,184525,0
17070,151286,0
17266,285302,0
17473,195921,0
17666,366574,18435
17872,266769,0
18078,144264,0
18273,364690,16551
18475,287061,0
18677,394671,46532
18884,183646,0
19076,397954,49815
19284,212064,0
19487,237985,0
19690,250944,0
19889,334919,0
20084,708096,359957
20293,245168,0
20492,381431,33292
20641,380519,32380
20851,181743,0
21047,250945,0
21249,216925,0
21448,278959,0
21652,289125,0
21857,266601,0
22052,264689,0
22256,256732,0
22460,274252,0
22659,264054,0
22860,255985,0
23066,153496,0
23264,226130,0
23461,407804,59665
23660,325724,0
23867,226056,0
24071,212920,0
24267,338857,0
24471,283391,0
24679,155585,0
24872,255643,0
25075,274296,0
25271,533550,185411
25485,139201,0
25678,323261,0
25877,358207,10068
26087,266797,0
26289,185878,0
26481,302276,0
26690,270013,0
26894,143392,0
27093,171372,0
27295,143229,0
27486,352629,4490
27699,205964,0
27893,275746,0
28095,290618,0
28300,216419,0
28496,288286,0
28706,243257,0
28909,163478,0
29103,275377,0
29305,226419,0
29507,266191,0
29709,182905,0
29912,241225,0
30107,368405,20266
30314,256635,0
30522,159994,0
30671,413986,65847
30879,135554,0
31077,239961,0
31277,272250,0
31480,176519,0
31674,317970,0
31879,247950,0
32085,193611,0
32280,344246,0
32491,323228,0
32690,257302,0
32893,152101,0
33087,260665,0
33288,242845,0
33488,216925,0
33692,228265,0
33897,161681,0
34091,252812,0
34294,247705,0
34497,186994,0
34702,273835,0
34901,159097,0
35103,168024,0
35297,295281,0
35504,213685,0
35706,196788,0
35909,275862,0
36109,218545,0
36303,332290,0
36510,250901,0
36714,306325,0
36914,420471,72332
37120,184399,0
37317,325592,0
37520,221785,0
37722,233125,0
37922,275823,0
38123,283623,0
38333,236365,0
38535,194007,0
38731,213685,0
38922,638277,290138
39125,344044,0
39334,244465,0
39534,249325,0
39731,420937,72798
39935,242835,0
40089,186145,0
40288,363785,15646
40499,154742,0
40696,303065,0
40890,349840,1701
41100,275245,0
41305,169140,0
41501,262638,0
41707,270385,0
41910,256148,0
42104,319565,0
42310,254820,0
42506,335573,0
42712,248990,0
42918,174719,0
43116,326148,0
43315,245168,0
43513,302427,0
43721,214936,0
43913,582213,234074
44117,333106,0
44324,255805,0
44522,245168,0
44729,275746,0
44921,374972,26833
45123,313583,0
45320,934536,586397
45525,283042,0
45732,311108,0
45933,240621,0
46141,254454,0
46332,384821,36682
46536,270013,0
46741,241225,0
46945,180299,0
47139,369363,21224
47348,289781,0
47547,383274,35135
47754,140779,0
47946,253311,0
48154,220090,0
48353,355904,7765
48509,208099,0
48707,298681,0
48910,215305,0
49115,168024,0
49312,308236,0
49519,158198,0
49706,1422102,1073963
49925,132642,0
50112,977557,629418
50312,1070768,722629
50514,1063598,715459
50714,1113788,765649
50914,934536,586397
51132,145707,0
51334,142521,0
51529,228265,0
51727,500101,151962
51923,349840,1701
52125,338857,0
52340,188493,0
52533,213685,0
52733,271125,0
52942,157381,0
53136,443919,95780
53342,258187,0
53539,404521,56382
53738,335895,0
53946,337483,0
54153,144971,0
54355,149325,0
54546,341473,0
54744,776794,428655
54954,225558,0
55157,269288,0
55365,180810,0
55555,335895,0
55763,234745,0
55963,311710,0
56166,204134,0
56365,310794,0
56572,228265,0
56766,450485,102346
56972,256635,0
57181,177100,0
57379,224822,0
57577,254184,0
57773,420937,72798
57978,258546,0
58176,488667,140528
58322,613342,265203
58522,433810,85671
58724,433810,85671
58923,403888,55749
59137,132316,0
59336,270234,0
59527,817810,469671
59730,1658368,1310229
