Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
54,209700,37087
203,1478438,1305825
401,779589,606976
613,175081,2468
820,149873,0
1013,262368,89755
1216,223203,50590
1423,132941,0
1615,334963,162350
1826,137296,0
2020,225269,52656
2229,141164,0
2423,194489,21876
2623,264689,92076
2822,335557,162944
3018,1030542,857929
3216,1001862,829249
3427,204210,31597
3627,228510,55897
3827,293917,121304
4037,143392,0
4237,141052,0
4434,241653,69040
4641,231505,58892
4841,173495,882
5043,146876,0
5239,268102,95489
5440,299458,126845
5646,173604,991
5840,294060,121447
6042,299638,127025
6247,229885,57272
6453,202616,30003
6646,299944,127331
6851,244465,71852
7056,171372,0
7253,320929,148316
7450,365122,192509
7652,283623,111010
7850,518589,345976
8055,229913,57300
8265,160810,0
8401,1242850,1070237
8604,408875,236262
8819,132070,0
9020,145651,0
9217,209796,37183
9422,149488,0
9617,315155,142542
9822,152402,0
10018,288286,115673
10217,347051,174438
10425,197485,24872
10632,232813,60200
10826,283239,110626
11040,146876,0
11225,388105,215492
11433,243257,70644
11635,278959,106346
11844,166908,0
12037,302276,129663
12242,191005,18392
12442,401237,228624
12651,266191,93578
12841,1063598,890985
13059,154093,0
13250,362899,190286
13459,182531,9918
13649,338684,166071
13854,288286,115673
14066,140779,0
14253,386097,213484
14464,173604,991
14653,438797,266184
14860,288106,115493
15073,153381,0
15270,193689,21076
15474,197037,24424
15673,239605,66992
15873,191005,18392
16075,260665,88052
16282,148618,0
16483,205146,32533
16677,341779,169166
16885,151286,0
17088,151425,0
17232,517020,344407
17445,164031,0
17643,154469,0
17846,164648,0
18047,142821,0
18244,247705,75092
18447,162445,0
18649,154714,0
18844,417653,245040
19041,493654,321041
19241,403888,231275
19452,221419,48806
19653,273625,101012
19854,262368,89755
20051,417653,245040
20252,243858,71245
20458,256310,83697
20655,417769,245156
20868,179105,6492
21070,162066,0
21265,293331,120718
21462,381538,208925
21674,144617,0
21871,203965,31352
22066,384821,212208
22271,297613,125000
22475,223405,50792
22676,334671,162058
22879,247079,74466
23084,246906,74293
23276,528563,355950
23478,294060,121447
23682,249994,77381
23886,315881,143268
24092,124232,0
24294,171372,0
24487,306939,134326
24683,548511,375898
24900,184762,12149
25091,367562,194949
25297,223405,50792
25498,560014,387401
25697,281480,108867
25841,538537,365924
26056,172488,0
26256,268765,96152
26456,301001,128388
26649,568450,395837
26858,246330,73717
27062,184684,12071
27257,279598,106985
27470,184762,12149
27672,461388,288775
27856,1013407,840794
28067,418458,245845
28269,323261,150648
28474,174719,2106
28676,247039,74426
28875,287213,114600
29078,191174,18561
29267,563472,390859
29473,243644,71031
29679,237523,64910
29884,165792,0
30086,153518,0
30282,247079,74466
30488,229884,57271
30689,218901,46288
30887,213685,41072
31087,302276,129663
31293,244465,71852
31487,434069,261456
31697,328535,155922
31902,142521,0
32098,314804,142191
32297,276628,104015
32501,308015,135402
32705,243061,70448
32900,404521,231908
33115,235699,63086
33314,193689,21076
33506,422566,249953
33713,215305,42692
33910,304608,131995
34114,264279,91666
34321,191678,19065
34512,361839,189226
34713,330317,157704
34921,213685,41072
35113,498641,326028
35315,413862,241249
35514,294174,121561
35721,274296,101683
35875,242278,69665
36071,424031,251418
36269,1357572,1184959
36483,153836,0
36678,309271,136658
36879,313934,141321
37084,237985,65372
37285,269698,97085
37488,237985,65372
37686,352629,180016
37895,134683,0
38091,202345,29732
38292,445850,273237
38495,231505,58892
38702,209098,36485
38898,270385,97772
39104,217638,45025
39296,338684,166071
39500,307779,135166
39697,401237,228624
39899,342140,169527
40107,209258,36645
40304,443919,271306
40510,292947,120334
40711,264279,91666
40911,290618,118005
41113,290618,118005
41308,478693,306080
41518,165085,0
41726,149488,0
41919,243257,70644
42124,263047,90434
42319,363785,191172
42527,294172,121559
42735,142521,0
42918,1108215,935602
43130,259652,87039
43329,300760,128147
43533,260457,87844
43725,548511,375898
43939,137358,0
44136,302276,129663
44339,249325,76712
44536,308005,135392
44734,583420,410807
44942,250980,78367
45149,178301,5688
45339,518589,345976
45544,260457,87844
45746,281291,108678
45894,414370,241757
46105,154634,0
46295,380519,207906
46502,239605,66992
46698,411202,238589
46905,272603,99990
47107,180221,7608
47309,241470,68857
47515,165550,0
47706,345423,172810
47910,330317,157704
48115,236365,63752
48320,260447,87834
48520,228265,55652
48722,287455,114842
48917,324739,152126
49124,241224,68611
49322,313934,141321
49533,273835,101222
49732,278446,105833
49933,253173,80560
50129,334919,162306
50336,146876,0
50535,276802,104189
50735,488594,315981
50932,330256,157643
51129,678173,505560
51342,166037,0
51537,220165,47552
51736,283623,111010
51940,210763,38150
52137,453769,281156
52346,248832,76219
52544,371689,199076
52749,214997,42384
52948,304608,131995
53153,207205,34592
53352,228265,55652
53558,265525,92912
53763,145842,0
53951,463732,291119
54165,146386,0
54357,316372,143759
54557,437353,264740
54769,227967,55354
54968,184762,12149
55170,400332,227719
55369,261792,89179
55515,443919,271306
55726,315882,143269
55916,423836,251223
56118,423836,251223
56320,305216,132603
56530,223240,50627
56729,231505,58892
56927,264970,92357
57135,325053,152440
57341,153518,0
57527,771719,599106
57727,433810,261197
57936,311359,138746
58138,271755,99142
58343,180299,7686
58547,152537,0
58741,309271,136658
58946,187323,14710
59145,226645,54032
59343,369363,196750
59541,1282773,1110160
59735,1200600,1027987
