Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
179,2060406,1177095
379,1137731,254420
581,1823035,939724
782,1665464,782153
984,1306197,422886
1184,1133764,250453
1386,1894820,1011509
1587,2009485,1126174
1788,1041067,157756
1989,898241,14930
2190,1388992,505681
2390,1606193,722882
2600,1367252,483941
2798,668950,0
2996,1542227,658916
3197,2198814,1315503
3398,1556356,673045
3601,1602133,718822
3814,1238323,355012
4006,1562347,679036
4205,1499185,615874
4408,1129518,246207
4616,1282498,399187
4807,1690514,807203
5008,2339654,1456343
5221,945286,61975
5411,1814585,931274
5610,1197231,313920
5812,944247,60936
6015,1816249,932938
6215,1707694,824383
6415,1465320,582009
6619,903461,20150
6831,1330668,447357
7029,1353986,470675
7223,1326774,443463
7421,1210461,327150
7623,1201095,317784
7827,1014764,131453
8025,1384143,500832
8227,2127444,1244133
8427,1413417,530106
8629,1171135,287824
8827,1237745,354434
9030,981059,97748
9232,984778,101467
9432,1316084,432773
9634,2065552,1182241
9848,1029799,146488
10036,1375764,492453
10236,1340633,457322
10441,1079549,196238
10638,1388135,504824
10838,1397201,513890
11041,1052608,169297
11240,2242165,1358854
11442,1719832,836521
11644,1193645,310334
11843,914580,31269
12047,628746,0
12246,1604371,721060
12447,1235428,352117
12650,1414642,531331
12798,1796017,912706
13001,1322973,439662
13204,1058014,174703
13403,1080048,196737
13608,1526889,643578
13808,931291,47980
14014,1406668,523357
14206,1869354,986043
14407,1904133,1020822
14607,1161087,277776
14808,1685211,801900
15013,605960,0
15213,1768032,884721
15413,1087776,204465
15613,1617856,734545
15813,864643,0
16019,1362670,479359
16226,1823368,940057
16420,1593309,709998
16625,1054141,170830
16822,666193,0
17024,1274902,391591
17225,947566,64255
17423,1132496,249185
17626,909550,26239
17828,1450479,567168
18029,1269385,386074
18229,1081814,198503
18438,1092961,209650
18633,728168,0
18832,1633320,750009
19034,794313,0
19233,1038660,155349
19434,1618417,735106
19637,1213096,329785
19838,825465,0
20041,1285911,402600
20243,1394021,510710
20451,1344527,461216
20641,1644973,761662
20843,1004307,120996
21046,789871,0
21245,913939,30628
21446,758903,0
21653,921395,38084
21851,758442,0
22052,563318,0
22252,801016,0
22451,1285463,402152
22655,983115,99804
22856,1022020,138709
23055,1002568,119257
23256,866635,0
23458,922095,38784
23663,504025,0
23864,675403,0
24061,790457,0
24266,701201,0
24464,862752,0
24663,1140344,257033
24868,885083,1772
25068,947748,64437
25270,715042,0
25419,1063819,180508
25620,904111,20800
25824,1080598,197287
26025,736888,0
26224,1090226,206915
26424,956486,73175
26624,1626570,743259
26825,1474827,591516
27029,648235,0
27228,1677247,793936
27430,938983,55672
27632,962843,79532
27827,1122176,238865
28030,1727199,843888
28229,462279,0
28431,1326881,443570
28631,1041381,158070
28831,805975,0
29039,1436639,553328
29242,1394694,511383
29444,2271984,1388673
29636,1361873,478562
29839,1446197,562886
30039,678991,0
30241,580710,0
30441,518886,0
30643,752606,0
30844,740855,0
31046,1012780,129469
31248,626531,0
31447,1273987,390676
31649,1306835,423524
31850,465000,0
32051,1020194,136883
32251,531885,0
32453,742963,0
32654,1059350,176039
32855,1288965,405654
33056,769982,0
33258,650725,0
33458,222798,0
33660,1385517,502206
33860,542593,0
34061,1156100,272789
34262,508128,0
34464,634081,0
34665,762540,0
34866,1036951,153640
35067,931613,48302
35268,698514,0
35468,947215,63904
35671,655756,0
35871,1245316,362005
36072,812851,0
36283,876416,0
36480,902681,19370
36689,597713,0
36882,878444,0
37089,493363,0
37289,747378,0
37486,1131386,248075
37688,859926,0
37893,566551,0
38040,1021202,137891
38242,772921,0
38441,988890,105579
38642,854736,0
38847,766923,0
39047,754344,0
39244,1432387,549076
39445,807473,0
39646,892854,9543
39851,749068,0
40057,1044329,161018
40250,1050018,166707
40453,773920,0
40654,785177,0
40853,857798,0
41053,946574,63263
41253,780326,0
41458,576914,0
41655,1352721,469410
41863,725468,0
42060,1412001,528690
42259,927733,44422
42460,981137,97826
42662,1161657,278346
42866,723352,0
43067,713882,0
43267,597556,0
43467,932001,48690
43676,753083,0
43869,1101025,217714
44070,1150343,267032
44270,1391913,508602
44470,1274317,391006
44674,903052,19741
44879,759871,0
45078,870541,0
45274,1178093,294782
45476,996274,112963
45679,793137,0
45878,960674,77363
46085,630680,0
46280,1406999,523688
46482,1123745,240434
46685,822856,0
46886,1016246,132935
47092,539755,0
47295,939211,55900
47490,986177,102866
47691,890929,7618
47892,592463,0
48091,1213943,330632
48295,821767,0
48505,658560,0
48698,1111030,227719
48897,1109942,226631
49097,963955,80644
49302,711408,0
49506,384507,0
49703,922596,39285
49906,862290,0
50104,934033,50722
50311,677932,0
50509,759871,0
50709,765008,0
50913,704340,0
51112,861849,0
51260,1245706,362395
51465,761730,0
51663,1213891,330580
51866,1213542,330231
52064,1023712,140401
52276,510858,0
52479,699389,0
52679,611901,0
52873,1284590,401279
53076,392714,0
53279,707012,0
53478,1014467,131156
53676,1123190,239879
53877,1676426,793115
54077,1841828,958517
54276,1062176,178865
54476,448584,0
54676,762195,0
54879,1345568,462257
55080,1027154,143843
55281,666285,0
55482,1018812,135501
55682,686371,0
55885,866092,0
56086,531871,0
56294,795883,0
56494,894486,11175
56696,692778,0
56895,1038760,155449
57096,946852,63541
57297,864710,0
57499,986470,103159
57699,1038721,155410
57899,973760,90449
58101,886583,3272
58302,890929,7618
58502,1062412,179101
58704,968942,85631
58905,1337226,453915
59108,408460,0
59305,1178630,295319
59506,1883029,999718
59708,1219972,336661
