Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
19,863272,0
192,1572133,358428
389,1805134,591429
594,1691587,477882
795,1415786,202081
994,1646749,433044
1209,1643097,429392
1399,1472756,259051
1603,1750698,536993
1801,2683497,1469792
2001,2365903,1152198
2203,1868332,654627
2402,1695025,481320
2602,1750954,537249
2804,617898,0
3006,1519457,305752
3205,2223262,1009557
3414,1005069,0
3619,1435436,221731
3812,1549284,335579
4020,1453837,240132
4221,1337853,124148
4421,1453272,239567
4611,2085768,872063
4816,1542057,328352
5027,1381516,167811
5225,1487313,273608
5429,1356199,142494
5618,1665254,451549
5818,1611067,397362
6033,1009408,0
6222,1672584,458879
6424,1374744,161039
6623,1326058,112353
6823,1113486,0
7026,924059,0
7227,1342374,128669
7432,1204902,0
7629,1882625,668920
7832,1229574,15869
8031,1001579,0
8232,1255856,42151
8433,1625947,412242
8636,759801,0
8836,1483826,270121
9038,626868,0
9244,1407451,193746
9449,1147864,0
9643,1051997,0
9845,472511,0
10043,888606,0
10244,2084231,870526
10444,990319,0
10645,1329144,115439
10846,1491118,277413
11049,1532158,318453
11251,1107771,0
11450,1468752,255047
11651,1386211,172506
11853,1224502,10797
12054,1558219,344514
12254,1897345,683640
12454,1277646,63941
12606,1694438,480733
12812,722208,0
13011,795316,0
13211,1364929,151224
13415,301493,0
13614,1283474,69769
13815,1310087,96382
14016,1523966,310261
14214,1255195,41490
14415,2639247,1425542
14618,497190,0
14818,1181554,0
15022,966263,0
15220,1104550,0
15425,1387951,174246
15621,1221897,8192
15826,1279964,66259
16022,1617786,404081
16226,1182028,0
16426,1298038,84333
16626,1729126,515421
16830,819450,0
17029,1072213,0
17236,954759,0
17432,1961220,747515
17633,1525692,311987
17831,941638,0
18028,925455,0
18230,1469586,255881
18431,1425559,211854
18632,703369,0
18832,1938838,725133
19040,1404034,190329
19244,1167131,0
19448,914716,0
19642,1536657,322952
19842,1185605,0
20048,895883,0
20250,1137972,0
20458,679955,0
20651,1063388,0
20850,1523175,309470
21052,1802882,589177
21251,1372190,158485
21453,1205283,0
21666,989260,0
21856,1093357,0
22056,1197154,0
22256,1537577,323872
22459,1434212,220507
22659,719454,0
22865,1135289,0
23064,1575669,361964
23263,1604496,390791
23470,779630,0
23664,1384864,171159
23865,2103249,889544
24079,724984,0
24279,601233,0
24482,613976,0
24682,783778,0
24883,733920,0
25086,843952,0
25286,817083,0
25428,977838,0
25631,942852,0
25827,1050400,0
26036,850652,0
26244,775918,0
26438,787906,0
26636,911337,0
26844,758933,0
27048,754500,0
27251,941649,0
27453,559970,0
27644,812761,0
27842,889330,0
28051,615610,0
28253,665667,0
28445,1023769,0
28646,949459,0
28852,882880,0
29049,1204412,0
29254,565145,0
29454,1756720,543015
29648,872649,0
29848,1152451,0
30050,997581,0
30250,636209,0
30452,568152,0
30653,928529,0
30853,1036122,0
31053,787890,0
31254,821786,0
31456,1072007,0
31658,1151043,0
31859,651029,0
32060,766053,0
32261,527863,0
32472,804877,0
32667,910528,0
32877,620476,0
33085,789433,0
33275,711062,0
33477,725612,0
33678,1039405,0
33877,1402260,188555
34079,907001,0
34278,1036513,0
34482,737805,0
34682,755199,0
34880,1143784,0
35083,1204851,0
35283,1033773,0
35491,573711,0
35688,469502,0
35890,910886,0
36086,1528144,314439
36289,1148249,0
36490,1152962,0
36692,983903,0
36892,1467910,254205
37091,624863,0
37240,1123996,0
37441,1081330,0
37644,798157,0
37844,1219024,5319
38045,874189,0
38245,880955,0
38446,1058190,0
38647,664551,0
38849,445455,0
39049,1188753,0
39250,431182,0
39452,1222331,8626
39653,1415969,202264
39853,651939,0
40056,759290,0
40257,815072,0
40458,928824,0
40658,1225624,11919
40860,841268,0
41061,800862,0
41262,816237,0
41464,922118,0
41665,423555,0
41866,1352219,138514
42068,513750,0
42282,638401,0
42481,880932,0
42679,1085574,0
42887,611472,0
43078,1037972,0
43285,759719,0
43483,1113986,0
43683,1101637,0
43878,677534,0
44080,1570705,357000
44280,757652,0
44482,1446995,233290
44685,663322,0
44884,1180127,0
45086,964743,0
45286,1146260,0
45488,939020,0
45689,1020095,0
45890,841053,0
46091,867919,0
46292,810528,0
46495,649997,0
46695,979388,0
46896,1024315,0
47097,593453,0
47297,1124766,0
47498,841903,0
47700,1306779,93074
47902,677443,0
48103,787670,0
48303,743904,0
48505,836137,0
48706,396220,0
48906,910409,0
49107,523445,0
49310,1311796,98091
49511,693826,0
49713,1196450,0
49914,616182,0
50116,332073,0
50265,1251790,38085
50467,748555,0
50668,1343969,130264
50870,996399,0
51071,852397,0
51272,852789,0
51473,468245,0
51675,1032493,0
51877,1194702,0
52076,1177496,0
52278,581761,0
52479,704606,0
52681,790622,0
52883,1340095,126390
53085,962664,0
53286,650232,0
53487,663439,0
53688,522853,0
53889,788336,0
54090,1367170,153465
54292,960545,0
54493,884381,0
54694,850317,0
54897,853227,0
55097,928281,0
55299,485283,0
55502,1132953,0
55701,942327,0
55914,855012,0
56120,776611,0
56323,742771,0
56523,754758,0
56725,812749,0
56921,788757,0
57121,810834,0
57324,796940,0
57524,363094,0
57725,1216950,3245
57924,1162301,0
58127,388120,0
58329,775277,0
58538,742097,0
58736,785309,0
58929,1427305,213600
59139,838896,0
59330,907128,0
59528,1864671,650966
59732,1202171,0
