Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
18,1135482,0
193,2020786,869221
397,2671867,1520302
594,1758795,607230
807,1351102,199537
997,1686999,535434
1211,1049987,0
1413,1538366,386801
1612,1675480,523915
1804,1716026,564461
2006,972618,0
2204,1802146,650581
2408,615998,0
2607,1142086,0
2813,816749,0
3010,1417179,265614
3210,1993025,841460
3416,1627117,475552
3621,620506,0
3814,1540290,388725
4014,1522943,371378
4215,1098906,0
4421,1556634,405069
4621,879031,0
4823,683998,0
5022,1254716,103151
5221,1351306,199741
5423,1511651,360086
5623,1841772,690207
5825,957906,0
6024,798915,0
6227,1281715,130150
6439,1507895,356330
6631,909550,0
6830,1375467,223902
7029,968463,0
7235,1305061,153496
7433,1166964,15399
7633,1396393,244828
7835,945603,0
8035,1332400,180835
8236,872726,0
8438,2474529,1322964
8637,1289575,138010
8844,1126127,0
9042,910754,0
9244,683441,0
9444,1334216,182651
9643,1459881,308316
9845,1718543,566978
10047,1330069,178504
10249,767300,0
10449,1219110,67545
10652,1152991,1426
10852,2099192,947627
11055,739901,0
11253,1758236,606671
11455,995155,0
11655,1649498,497933
11867,1421671,270106
12064,1349993,198428
12209,1651108,499543
12412,712477,0
12612,1818393,666828
12813,1467768,316203
13025,402844,0
13229,1300911,149346
13418,1600935,449370
13617,1003705,0
13818,1249984,98419
14020,762773,0
14218,1569989,418424
14420,1625547,473982
14621,1497187,345622
14833,498498,0
15025,1394443,242878
15224,1231803,80238
15425,1170018,18453
15626,1257865,106300
15827,1725698,574133
16030,1312969,161404
16232,1620322,468757
16436,785515,0
16637,822879,0
16836,922607,0
17038,1005788,0
17239,1182253,30688
17439,970334,0
17639,2242641,1091076
17833,461178,0
18035,1779042,627477
18235,1779799,628234
18436,1144054,0
18638,1163267,11702
18839,1310432,158867
19048,1745108,593543
19248,1534387,382822
19448,1314556,162991
19652,1125034,0
19852,1266838,115273
20052,1428969,277404
20258,823260,0
20457,1078619,0
20655,1014802,0
20857,1417179,265614
21058,952551,0
21265,1091303,0
21462,1122051,0
21664,746351,0
21863,1052233,0
22065,1250346,98781
22264,2135746,984181
22469,1191828,40263
22666,1452683,301118
22868,1282155,130590
23069,1462062,310497
23271,1138280,0
23471,900494,0
23675,1152661,1096
23873,1629892,478327
24074,1039087,0
24275,1320337,168772
24474,1573134,421569
24679,1270522,118957
24884,965969,0
25078,1776767,625202
25283,1361179,209614
25484,1125029,0
25682,1545332,393767
25837,1347244,195679
26036,727161,0
26236,1594262,442697
26440,1698290,546725
26636,1566854,415289
26837,811931,0
27037,1465118,313553
27241,2120379,968814
27441,1472641,321076
27641,1568437,416872
27840,1039319,0
28043,1159965,8400
28244,1920345,768780
28444,1217348,65783
28647,1583276,431711
28848,1073824,0
29055,351931,0
29251,1199940,48375
29451,1303025,151460
29651,1360700,209135
29853,857765,0
30055,1698908,547343
30255,1408902,257337
30461,1104599,0
30657,1504322,352757
30859,1193185,41620
31060,1169662,18097
31263,961532,0
31462,1556425,404860
31663,847056,0
31863,1411528,259963
32066,1733611,582046
32266,1294320,142755
32470,896916,0
32668,1222739,71174
32867,1908400,756835
33069,1383793,232228
33274,686226,0
33475,1183037,31472
33675,1317986,166421
33875,1227882,76317
34082,513655,0
34279,1699755,548190
34479,615947,0
34678,1385355,233790
34880,1573853,422288
35083,1161498,9933
35283,1599026,447461
35488,1174704,23139
35687,1146921,0
35887,662366,0
36086,1242678,91113
36291,1026311,0
36488,1657950,506385
36689,1327210,175645
36892,883232,0
37091,1506111,354546
37291,1569495,417930
37495,1570182,418617
37696,1837200,685635
37898,1120695,0
38102,1478762,327197
38250,1614373,462808
38450,1431201,279636
38652,1445247,293682
38847,1211578,60013
39056,883692,0
39258,833307,0
39457,1109537,0
39661,908078,0
39857,891383,0
40061,793622,0
40259,945786,0
40463,1223808,72243
40664,953486,0
40868,650968,0
41065,620955,0
41265,1100490,0
41467,920812,0
41670,799239,0
41871,834884,0
42072,951414,0
42272,1013160,0
42477,817016,0
42673,1374838,223273
42890,525828,0
43080,1465711,314146
43279,1734072,582507
43479,1119829,0
43680,1720474,568909
43885,1966034,814469
44096,966234,0
44285,1401843,250278
44494,703274,0
44688,1059021,0
44887,898872,0
45089,1338920,187355
45290,1129275,0
45490,1420859,269294
45691,1259464,107899
45897,1780746,629181
46099,1356114,204549
46294,1600856,449291
46496,909593,0
46700,897661,0
46902,809568,0
47101,940303,0
47312,583675,0
47503,1061770,0
47709,655315,0
47910,675541,0
48108,1584381,432816
48318,552529,0
48525,750974,0
48713,980312,0
48924,807570,0
49115,1283670,132105
49317,910888,0
49516,765499,0
49717,1023799,0
49918,910877,0
50068,1239541,87976
50266,824113,0
50467,1854210,702645
50667,1036014,0
50875,437612,0
51072,1109942,0
51274,976349,0
51475,1069363,0
51677,1137802,0
51880,669325,0
52078,1052561,0
52279,1353470,201905
52483,792781,0
52681,1061731,0
52885,668148,0
53083,910877,0
53285,960747,0
53485,1128953,0
53688,935812,0
53890,722418,0
54088,1373952,222387
54294,503028,0
54491,1021181,0
54691,982473,0
54891,1053727,0
55100,717618,0
55296,1104134,0
55497,944007,0
55699,918880,0
55900,878452,0
56100,528622,0
56310,1036288,0
56502,932531,0
56705,1209208,57643
56903,1395837,244272
57104,1049210,0
57307,1025540,0
57508,1224582,73017
57706,1865345,713780
57915,1387058,235493
58109,1868365,716800
58312,611708,0
58511,1444963,293398
58712,1367867,216302
58912,1499664,348099
59117,1076420,0
59314,1295827,144262
59514,1132059,0
59718,1462963,311398
,,
