Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
96,745440,0
238,1393222,557555
437,1327501,491834
653,666166,0
844,903227,67560
1054,697954,0
1255,706337,0
1455,694062,0
1650,893546,57879
1852,791899,0
2053,902655,66988
2252,874765,39098
2453,920902,85235
2659,855242,19575
2866,743286,0
3054,1491488,655821
3253,1491488,655821
3467,782178,0
3663,959917,124250
3878,679556,0
4070,840495,4828
4263,1068906,233239
4472,710886,0
4677,689599,0
4872,886286,50619
5079,795126,0
5275,800360,0
5478,809916,0
5678,852403,16736
5886,738697,0
6083,804406,0
6288,769705,0
6486,803774,0
6691,844858,9191
6892,752761,0
7103,715025,0
7292,895479,59812
7497,877989,42322
7708,695613,0
7905,821256,0
8105,821383,0
8308,761570,0
8507,842487,6820
8716,695256,0
8912,754381,0
9117,780301,0
9261,1008418,172751
9464,674054,0
9668,757326,0
9863,861800,26133
10073,747781,0
10269,801361,0
10476,705299,0
10680,799741,0
10872,954047,118380
11075,843908,8241
11281,794881,0
11484,799741,0
11690,677346,0
11883,809461,0
12093,767341,0
12290,733321,0
12493,819063,0
12692,881445,45778
12895,728706,0
13094,830622,0
13289,916600,80933
13493,883865,48198
13705,707367,0
13901,838149,2482
14104,686926,0
14303,809507,0
14510,745907,0
14710,799986,0
14911,741716,0
15112,835331,0
15306,869344,33677
15518,781181,0
15722,750478,0
15921,804601,0
16131,702441,0
16322,770334,0
16524,761728,0
16731,717574,0
16922,924070,88403
17124,867589,31922
17333,762481,0
17524,930637,94970
17737,697454,0
17942,741007,0
18138,704183,0
18342,782803,0
18540,775441,0
18739,761728,0
18890,872811,37144
19092,824797,0
19302,683090,0
19498,695241,0
19700,726501,0
19901,785160,0
20105,656444,0
20309,815829,0
20506,798120,0
20711,850426,14759
20904,847563,11896
21113,787026,0
21317,724191,0
21523,750972,0
21718,811701,0
21924,791886,0
22122,937109,101442
22329,709685,0
22527,732761,0
22726,793595,0
22924,869060,33393
23129,881161,45494
23325,820657,0
23529,762480,0
23736,730081,0
23936,840361,4694
24141,775441,0
24342,701951,0
24545,890842,55175
24747,763899,0
24948,789445,0
25149,796746,0
25344,930545,94878
25558,685484,0
25752,801606,0
25958,769373,0
26106,815241,0
26313,769615,0
26511,832441,0
26700,2039016,1203349
26900,2632963,1797296
27103,1879947,1044280
27303,1721902,886235
27508,1185085,349418
27705,1985218,1149551
27906,1440902,605235
28108,1317536,481869
28313,1639909,804242
28516,1399529,563862
28714,1557209,721542
28924,824249,0
29131,772201,0
29326,1032416,196749
29535,719805,0
29736,849642,13975
29940,738697,0
30144,676860,0
30398,894568,58901
30546,914336,78669
30756,757866,0
30956,830521,0
31158,737809,0
31358,816164,0
31562,795187,0
31765,796500,0
31963,807596,0
32167,795601,0
32364,1002990,167323
32561,1084601,248934
32767,877937,42270
32976,679634,0
33117,947053,111386
33325,672992,0
33525,690793,0
33725,847731,12064
33927,786573,0
34133,725385,0
34328,738181,0
34536,770581,0
34730,851553,15886
34940,770581,0
35145,793783,0
35339,866924,31257
35537,893546,57879
35747,802272,0
35953,702525,0
36147,796129,0
36356,700590,0
36556,700835,0
36757,847406,11739
36957,741421,0
37167,796733,0
37362,792290,0
37558,884519,48852
37762,780301,0
37968,830520,0
38161,823077,0
38371,757621,0
38571,786781,0
38774,803774,0
38971,762480,0
39179,767341,0
39374,897421,61754
39587,709762,0
39780,807803,0
39984,811251,0
40188,846270,10603
40391,764101,0
40598,748320,0
40743,819181,0
40944,868590,32923
41156,689053,0
41359,689924,0
41551,840495,4828
41764,696891,0
41962,753450,0
42161,761467,0
42362,736543,0
42560,775106,0
42762,765721,0
42965,822885,0
43170,716458,0
43371,730964,0
43576,727616,0
43778,768906,0
43982,781921,0
44178,764412,0
44382,713110,0
44589,768955,0
44792,761093,0
44991,710878,0
45192,780301,0
45397,715264,0
45591,787026,0
45803,796746,0
46000,775686,0
46201,814566,0
46401,840696,5029
46600,808086,0
46800,859664,23997
47000,830939,0
47205,765966,0
47363,806691,0
47564,711994,0
47760,817561,0
47964,749521,0
48167,737739,0
48366,801862,0
48573,799740,0
48773,730964,0
48968,905363,69696
49171,832758,0
49377,778681,0
49577,764101,0
49778,764231,0
49979,770581,0
50183,760749,0
50381,812945,0
50588,702989,0
50784,806466,0
50983,848360,12693
51187,818060,0
51393,790021,0
51584,832758,0
51791,840086,4419
51995,826708,0
52200,713363,0
52405,758783,0
52602,830939,0
52805,813739,0
53013,689053,0
53201,869344,33677
53411,796253,0
53618,782046,0
53810,905453,69786
54011,825206,0
54218,726825,0
54411,845626,9959
54614,862084,26417
54817,757495,0
55017,785406,0
55224,729770,0
55421,874185,38518
55626,754380,0
55827,812700,0
55982,699720,0
56179,850131,14464
56383,804415,0
56585,774066,0
56788,795126,0
56995,682957,0
57185,796231,0
57389,852403,16736
57592,719805,0
57790,917791,82124
58002,688668,0
58198,826969,0
58400,781921,0
58603,861990,26323
58809,771014,0
59003,765721,0
59202,765721,0
59396,1443680,608013
59593,1922142,1086475
,,
