Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
82,811948,0
238,1630246,808607
440,1302272,480633
650,730326,0
845,897920,76281
1059,664668,0
1257,696294,0
1458,836358,14719
1654,895966,74327
1853,813407,0
2052,927469,105830
2263,709266,0
2467,705221,0
2663,891499,69860
2867,678602,0
3055,1523024,701385
3256,1459952,638313
3462,818521,0
3671,717496,0
3873,697161,0
4070,750428,0
4263,1144436,322797
4472,765959,0
4679,705221,0
4824,829028,7389
5029,689599,0
5224,957018,135379
5430,820156,0
5634,749109,0
5833,769206,0
6037,784128,0
6235,1134756,313117
6442,733073,0
6640,721315,0
6847,713032,0
7054,736466,0
7247,805823,0
7449,828721,7082
7653,787026,0
7848,804000,0
8057,782166,0
8251,910203,88564
8448,1311229,489590
8647,1009796,188157
8858,768960,0
9058,848967,27328
9260,719737,0
9464,698604,0
9665,777061,0
9866,798121,0
10064,749521,0
10264,861800,40161
10472,705877,0
10670,749521,0
10871,806221,0
11068,878741,57102
11276,759241,0
11469,864800,43161
11676,746281,0
11877,760860,0
12076,837598,15959
12284,699642,0
12481,829028,7389
12687,823294,1655
12888,747052,0
13085,785406,0
13287,798121,0
13489,764101,0
13693,764101,0
13842,940102,118463
14049,681811,0
14245,796129,0
14449,798121,0
14654,690410,0
14852,780301,0
15053,768961,0
15256,694140,0
15453,792307,0
15659,775441,0
15857,786781,0
16063,780300,0
16259,887375,65736
16464,765966,0
16667,759486,0
16868,790265,0
17074,713032,0
17269,790395,0
17476,822421,782
17675,747901,0
17885,722688,0
18080,832441,10802
18291,705004,0
18490,829146,7507
18691,732002,0
18881,1368852,547213
19101,723075,0
19290,900807,79168
19498,769206,0
19693,927428,105789
19900,791630,0
20096,900807,79168
20298,824700,3061
20502,784377,0
20705,764101,0
20905,779861,0
21107,768961,0
21311,698893,0
21522,815941,0
21720,705616,0
21871,824041,2402
22074,806221,0
22277,687445,0
22476,871765,50126
22679,836296,14657
22876,862084,40445
23073,1114611,292972
23285,821045,0
23488,720360,0
23688,705299,0
23883,781973,0
24087,739801,0
24285,809507,0
24486,864504,42865
24690,703063,0
24887,840302,18663
25091,697410,0
25301,670764,0
25492,989179,167540
25700,741362,0
25900,696915,0
26096,854823,33184
26298,894391,72752
26503,724191,0
26710,670346,0
26910,757888,0
27106,816101,0
27308,864504,42865
27512,812323,0
27719,708649,0
27917,792443,0
28116,881504,59865
28323,692946,0
28512,1114514,292875
28720,672575,0
28926,720843,0
29128,804846,0
29324,762137,0
29524,764101,0
29731,788401,0
29930,780301,0
30135,764101,0
30332,886001,64362
30542,694279,0
30680,953734,132095
30888,809430,0
31088,851156,29517
31294,766317,0
31497,708213,0
31699,751956,0
31896,817152,0
32105,707570,0
32297,951258,129619
32508,687445,0
32700,925008,103369
32907,774066,0
33103,798366,0
33313,788640,0
33505,915837,94198
33711,759817,0
33914,817152,0
34120,672638,0
34322,722322,0
34524,830886,9247
34723,778426,0
34929,805124,0
35124,823077,1438
35327,777420,0
35528,791365,0
35735,790266,0
35936,711916,0
36128,842723,21084
36338,795432,0
36536,809705,0
36743,771671,0
36937,777017,0
37141,707531,0
37348,688561,0
37544,838175,16536
37746,748146,0
37943,883865,62226
38148,753006,0
38353,729770,0
38549,932269,110630
38752,804929,0
38955,791492,0
39156,760861,0
39364,743041,0
39559,842142,20503
39707,861031,39392
39908,823361,1722
40120,757866,0
40316,777411,0
40522,819426,0
40723,777306,0
40924,804846,0
41125,785405,0
41326,744364,0
41525,888710,67071
41729,693145,0
41936,687797,0
42133,853464,31825
42336,713110,0
42537,720921,0
42733,898102,76463
42938,806667,0
43142,768961,0
43345,768961,0
43545,805685,0
43753,720383,0
43949,877307,55668
44152,767586,0
44361,783270,0
44552,782166,0
44755,793506,0
44957,734499,0
45156,859198,37559
45363,739801,0
45568,731673,0
45760,900522,78883
45974,746902,0
46172,684097,0
46368,922304,100665
46566,752172,0
46760,1309017,487378
46963,927353,105714
47177,691908,0
47379,728732,0
47579,917463,95824
47779,763915,0
47931,802102,0
48132,775106,0
48339,746921,0
48540,824041,2402
48740,803525,0
48938,898102,76463
49140,775441,0
49342,931736,110097
49548,746281,0
49747,749521,0
49956,820667,0
50155,776064,0
50356,817152,0
50561,699557,0
50762,855375,33736
50963,683828,0
51159,811827,0
51366,804183,0
51555,1174358,352719
51767,850051,28412
51961,852119,30480
52163,914221,92582
52368,746281,0
52565,856959,35320
52775,794198,0
52966,836910,15271
53175,871532,49893
53379,730653,0
53586,728732,0
53784,776949,0
53982,808005,0
54192,693276,0
54396,710419,0
54594,741666,0
54790,829146,7507
54996,812701,0
55195,751141,0
55398,736561,0
55601,716390,0
55801,883005,61366
56008,695149,0
56149,1055513,233874
56358,732002,0
56558,735350,0
56761,837388,15749
56959,747258,0
57166,682137,0
57367,718689,0
57568,713110,0
57764,849872,28233
57975,691281,0
58169,752517,0
58376,790021,0
58574,812701,0
58783,684395,0
58981,786669,0
59176,767586,0
59384,778926,0
59579,1052230,230591
59775,1690284,868645
,,
