Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
73,429798,0
246,1470290,241903
448,2022310,793923
650,1504587,276200
851,1920261,691874
1055,895176,0
1254,1424373,195986
1401,1391650,163263
1606,390975,0
1803,1218896,0
2010,377528,0
2245,285074,0
2420,1767902,539515
2620,1200431,0
2820,1502399,274012
3020,1975404,747017
3221,1381145,152758
3425,1098369,0
3634,1042897,0
3835,1098872,0
4027,1773608,545221
4243,988087,0
4438,1072278,0
4641,1033426,0
4838,1073108,0
5046,908851,0
5253,1034818,0
5438,1489784,261397
5641,1614508,386121
5843,2580753,1352366
6043,1970797,742410
6238,2729469,1501082
6447,2408810,1180423
6649,2240645,1012258
6845,2334209,1105822
7060,1157867,0
7250,2220147,991760
7461,1442969,214582
7649,994643,0
7850,436551,0
8063,42124,0
8264,139763,0
8459,872456,0
8680,68252,0
8876,125924,0
9071,226289,0
9283,86541,0
9425,243359,0
9627,218140,0
9837,122577,0
10035,95119,0
10239,153045,0
10445,86541,0
10637,308852,0
10841,214202,0
11044,124809,0
11247,155962,0
11433,1194123,0
11638,1290371,61984
11841,1366240,137853
12037,1632144,403757
12242,1807828,579441
12443,2295502,1067115
12644,1743064,514677
12843,2835274,1606887
13046,3162379,1933992
13247,3737008,2508621
13451,3097216,1868829
13649,3257236,2028849
13850,3210853,1982466
14052,3094861,1866474
14246,1940811,712424
14453,2505925,1277538
14652,1871175,642788
14855,2623947,1395560
15055,2555107,1326720
15256,2574896,1346509
15458,1165529,0
15664,1043144,0
15857,1839832,611445
16067,1031443,0
16272,897560,0
16462,1061879,0
16660,1190156,0
16862,1081516,0
17071,1657547,429160
17275,958555,0
17470,2056191,827804
17667,2686593,1458206
17872,3419718,2191331
18073,3473684,2245297
18272,2840843,1612456
18472,3383794,2155407
18674,2940341,1711954
18875,2370530,1142143
19083,803471,0
19282,488622,0
19486,317899,0
19693,209981,0
19897,89101,0
20105,134851,0
20250,196515,0
20451,151103,0
20657,215807,0
20854,154343,0
21059,189818,0
21263,98135,0
21464,117003,0
21666,154399,0
21869,120390,0
22069,123449,0
22273,110302,0
22460,1011215,0
22660,771316,0
22860,827390,0
23064,132752,0
23265,217457,0
23467,701574,0
23677,983732,0
23869,1702988,474601
24069,964252,0
24272,1293650,65263
24471,1192646,0
24669,2062092,833705
24868,2440075,1211688
25068,1656991,428604
25269,1485718,257331
25477,2727055,1498668
25676,3169125,1940738
25879,3007589,1779202
26077,1717624,489237
26286,1113107,0
26491,1662895,434508
26692,1292168,63781
26894,314284,0
27084,2218132,989745
27289,2325780,1097393
27489,2422337,1193950
27688,2057370,828983
27891,2026105,797718
28085,933666,0
28291,2042350,813963
28493,1203219,0
28694,768699,0
28894,586839,0
29102,267846,0
29297,1318088,89701
29496,961093,0
29708,1090035,0
29905,1733000,504613
30112,3091388,1863001
30301,2351711,1123324
30500,1339175,110788
30702,1205922,0
30903,1147577,0
31106,1260331,31944
31308,1314364,85977
31459,1784698,556311
31660,1966722,738335
31862,3753235,2524848
32065,3429725,2201338
32264,3679604,2451217
32469,3820879,2592492
32669,3952905,2724518
32871,2826666,1598279
33067,2278439,1050052
33277,1627203,398816
33473,2043233,814846
33690,560417,0
33891,581273,0
34093,125183,0
34293,127040,0
34492,143003,0
34693,126803,0
34893,193223,0
35099,104258,0
35302,132620,0
35488,834613,0
35701,1060456,0
35903,1296214,67827
36092,2087195,858808
36294,2766808,1538421
36495,2513311,1284924
36707,2555021,1326634
36897,2975240,1746853
37104,1314017,85630
37299,2179554,951167
37500,1417374,188987
37701,2659789,1431402
37900,1476123,247736
38102,1984988,756601
38304,1941136,712749
38504,1583800,355413
38706,1815286,586899
38914,1331597,103210
39111,926904,0
39311,1779346,550959
39512,1734193,505806
39712,1973967,745580
39919,985333,0
40112,1889065,660678
40318,1807586,579199
40520,1131212,0
40721,1149135,0
40921,2123471,895084
41121,1669820,441433
41328,995462,0
41523,1241943,13556
41724,1721578,493191
41927,1529558,301171
42126,1215960,0
42330,313967,0
42531,550357,0
42732,725101,0
42934,882791,0
43137,644410,0
43336,1779333,550946
43489,2134813,906426
43687,2686745,1458358
43892,1988194,759807
44093,2587378,1358991
44289,2234175,1005788
44489,1786364,557977
44691,1754929,526542
44895,932724,0
45092,1608907,380520
45291,1598452,370065
45493,1720170,491783
45702,958705,0
45897,1378826,150439
46109,442547,0
46313,193128,0
46513,125924,0
46718,108982,0
46921,113650,0
47124,212291,0
47317,260070,0
47514,580555,0
47723,542018,0
47912,999471,0
48111,1315128,86741
48313,1921501,693114
48514,1963149,734762
48719,1540653,312266
48918,1738282,509895
49119,1951258,722871
49322,2481681,1253294
49527,2849247,1620860
49727,2671550,1443163
49927,3896853,2668466
50129,2749208,1520821
50330,1596834,368447
50531,1389324,160937
50732,1361722,133335
50935,1235572,7185
51138,1068845,0
51345,2182559,954172
51537,2460510,1232123
51739,2928795,1700408
51939,3034380,1805993
52140,2983922,1755535
52340,3065916,1837529
52540,2599183,1370796
52741,2668562,1440175
52943,2233716,1005329
53144,1124691,0
53343,1477895,249508
53548,512946,0
53746,954450,0
53948,1074287,0
54151,1080594,0
