Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
85,311532,0
243,844030,374686
440,755284,285940
590,755284,285940
791,396779,0
993,382439,0
1204,123552,0
1396,374972,0
1599,223000,0
1803,218411,0
2011,133432,0
2202,378255,0
2410,213685,0
2610,225025,0
2817,229219,0
3004,948876,479532
3205,920196,450852
3410,182802,0
3626,133812,0
3819,268102,0
4024,221785,0
4223,223405,0
4427,213685,0
4623,239321,0
4828,221785,0
5029,277658,0
5233,159097,0
5425,713083,243739
5627,257803,0
5837,265044,0
6042,135554,0
6243,156539,0
6436,262638,0
6637,302427,0
6842,233125,0
7045,188645,0
7235,1115385,646041
7446,199300,0
7651,171808,0
7847,306939,0
8053,220165,0
8258,139908,0
8454,208856,0
8662,178067,0
8861,319801,0
9059,262368,0
9262,195864,0
9459,288286,0
9671,182531,0
9868,270385,0
10074,133812,0
10214,391388,0
10431,163561,0
10620,247079,0
10824,225025,0
11022,309271,0
11227,208825,0
11427,270013,0
11632,189265,0
11833,205964,0
12034,225025,0
12230,281291,0
12432,225332,0
12640,184762,0
12833,401237,0
13044,156865,0
13240,302542,0
13444,242486,0
13650,145243,0
13844,187764,0
14043,264970,0
14248,197485,0
14448,212065,0
14651,215305,0
14851,203965,0
15054,228265,0
15258,174719,0
15457,207205,0
15661,202917,0
15859,269633,0
16061,290618,0
16266,270205,0
16465,296614,0
16668,166830,0
16872,203654,0
17073,236445,0
17269,312241,0
17477,262777,0
17677,221627,0
17871,239321,0
18076,233124,0
18280,191458,0
18477,213684,0
18678,246124,0
18883,237523,0
19086,136425,0
19282,234745,0
19491,168931,0
19679,420937,0
19890,166908,0
20086,225024,0
20291,197156,0
20495,173604,0
20693,203965,0
20901,143610,0
21097,256635,0
21296,277326,0
21507,164677,0
21649,476751,7407
21865,140779,0
22055,244465,0
22256,260172,0
22461,161692,0
22657,231505,0
22868,213968,0
23067,143392,0
23264,383681,0
23469,184762,0
23660,391675,0
23868,260516,0
24074,148618,0
24270,199105,0
24465,638277,168933
24674,184010,0
24881,145134,0
25078,237985,0
25281,245168,0
25476,403888,0
25680,257975,0
25886,211953,0
26093,148155,0
26284,381538,0
26495,170256,0
26692,252565,0
26894,239605,0
27090,269633,0
27298,228265,0
27504,162063,0
27700,235495,0
27908,148618,0
28098,463732,0
28304,141821,0
28501,285954,0
28706,216596,0
28908,176413,0
29103,263381,0
29310,248990,0
29516,176951,0
29717,237492,0
29919,161329,0
30113,325724,0
30314,388927,0
30530,118136,0
30675,288286,0
30881,335886,0
31078,328616,0
31282,241345,0
31487,299589,0
31692,320445,0
31883,342140,0
32088,206944,0
32298,256635,0
32500,145134,0
32693,252812,0
32904,209624,0
33095,347766,0
33298,241224,0
33506,168024,0
33703,140127,0
33901,260665,0
34106,135554,0
34302,266191,0
34506,288796,0
34714,139037,0
34910,260686,0
35102,1333379,864035
35315,141895,0
35519,150741,0
35719,249325,0
35924,170323,0
36127,163861,0
36328,233317,0
36523,228265,0
36727,169140,0
36920,335573,0
37118,548511,79167
37326,248648,0
37533,187814,0
37729,264970,0
37934,216432,0
38131,291271,0
38330,397954,0
38537,271924,0
38739,336286,0
38897,155750,0
39091,268102,0
39301,162734,0
39493,316266,0
39698,220165,0
39906,238301,0
40106,204848,0
40299,269633,0
40501,232326,0
40705,239605,0
40909,166908,0
41107,239605,0
41316,132070,0
41518,244465,0
41707,345423,0
41906,393914,0
42122,146304,0
42314,349840,0
42520,192401,0
42716,302741,0
42922,221085,0
43120,269633,0
43327,205585,0
43531,256901,0
43724,345423,0
43932,220165,0
44135,163561,0
44332,250901,0
44536,206944,0
44747,152972,0
44941,256635,0
45148,229885,0
45339,563472,94128
45552,192625,0
45754,165792,0
45951,283623,0
46163,178067,0
46348,528563,59219
46563,197485,0
46751,369363,0
46957,229878,0
47154,271748,0
47357,288286,0
47563,207205,0
47761,302276,0
47916,216141,0
48112,355418,0
48316,274296,0
48524,217302,0
48716,349840,0
48921,255990,0
49120,327528,0
49325,237523,0
49528,203800,0
49727,293637,0
49936,159341,0
50134,232141,0
50339,200548,0
50534,311602,0
50747,182281,0
50934,371689,0
51137,255643,0
51342,233125,0
51536,351989,0
51744,215304,0
51950,166908,0
52146,215304,0
52349,226644,0
52543,308005,0
52757,233701,0
52951,301754,0
53151,256635,0
53354,195865,0
53552,310794,0
53761,126845,0
53959,207205,0
54160,249488,0
54366,153518,0
54563,205584,0
54771,209143,0
54971,196474,0
55174,160810,0
55367,310794,0
55574,210445,0
55769,308005,0
55983,189305,0
56174,279569,0
56378,421559,0
56574,488318,18974
56790,140779,0
56975,443784,0
57189,156865,0
57380,484848,15504
57586,205585,0
57739,348706,0
57945,147747,0
58131,493654,24310
58340,189385,0
58548,181415,0
58740,374941,0
58950,170256,0
59145,374810,0
59344,365122,0
59540,1043947,574603
59749,1242925,773581
,,
