Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
43,262861,77577
200,1086708,901424
401,1266688,1081404
603,471275,285991
806,392404,207120
1016,108805,0
1207,288482,103198
1420,141650,0
1621,119877,0
1821,141650,0
2014,278959,93675
2213,407257,221973
2420,212065,26781
2626,161329,0
2829,140779,0
3015,970386,785102
3215,956046,770762
3420,256777,71493
3620,240361,55077
3830,292949,107665
4036,132070,0
4231,269431,84147
4433,242845,57561
4641,128587,0
4842,144037,0
5032,573446,388162
5239,257044,71760
5444,245478,60194
5645,258896,73612
5842,265608,80324
6053,150744,0
6241,294060,108776
6445,218411,33127
6654,215305,30021
6850,171565,0
7051,270013,84729
7245,1056428,871144
7456,249292,64008
7653,241345,56061
7855,250901,65617
8063,136425,0
8257,268102,82818
8467,140067,0
8657,411087,225803
8869,120748,0
9069,169140,0
9268,213685,28401
9473,218948,33664
9673,245168,59884
9867,250210,64926
10073,215305,30021
10235,173785,0
10420,401237,215953
10624,355273,169989
10826,239321,54037
11033,183983,0
11231,228265,42981
11443,240647,55363
11638,155287,0
11839,154634,0
12041,160213,0
12239,269776,84492
12441,182904,0
12648,157981,0
12838,294060,108776
13050,138167,0
13245,228265,42981
13441,325724,140440
13657,165165,0
13856,131199,0
14057,125103,0
14246,526964,341680
14455,181564,0
14648,408875,223591
14859,138113,0
15056,239434,54150
15253,478693,293409
15464,120749,0
15655,344044,158760
15870,116394,0
16060,332290,147006
16258,521336,336052
16464,363957,178673
16667,281291,96007
16864,274537,89253
17068,311602,126318
17272,246085,60801
17477,117265,0
17669,434069,248785
17881,139908,0
18077,263236,77952
18282,140779,0
18487,121619,0
18679,363785,178501
18885,128969,0
19088,325556,140272
19292,134945,0
19488,223404,38120
19690,264279,78995
19899,140779,0
20101,133295,0
20299,161329,0
20495,250980,65696
20708,225025,39741
20848,489884,304600
21060,120748,0
21255,165792,0
21463,139908,0
21653,267301,82017
21857,207205,21921
22065,156456,0
22258,283061,97777
22464,170907,0
22662,387673,202389
22862,295281,109997
23065,237985,52701
23264,267301,82017
23474,117265,0
23662,518589,333305
23872,200619,15335
24063,413862,228578
24270,538747,353463
24472,216925,31641
24678,162445,0
24875,248990,63706
25080,250980,65696
25288,249342,64058
25484,153518,0
25678,294060,108776
25884,265313,80029
26088,152402,0
26284,247079,61795
26491,174719,0
26689,304608,119324
26893,221785,36501
27090,274296,89012
27295,321300,136016
27490,294060,108776
27696,220323,35039
27892,401237,215953
28101,239605,54321
28300,199105,13821
28506,209538,24254
28700,378255,192971
28901,325724,140440
29107,287213,101929
29304,345423,160139
29514,244465,59181
29711,220165,34881
29912,268102,82818
30115,245168,59884
30316,242845,57561
30519,198411,13127
30719,197037,11753
30918,233125,47841
31128,210445,25161
31319,438797,253513
31472,268102,82818
31678,216925,31641
31877,260457,75173
32080,234744,49460
32285,182531,0
32487,186966,1682
32690,155422,0
32881,310794,125510
33089,219381,34097
33297,146414,0
33501,124232,0
33703,269008,83724
33901,312453,127169
34094,333106,147822
34301,212065,26781
34512,139908,0
34697,369363,184079
34900,319161,133877
35110,168024,0
35313,141133,0
35508,325592,140308
35708,326231,140947
35911,302449,117165
36109,232199,46915
36312,272333,87049
36516,176873,0
36711,313583,128299
36912,291271,105987
37108,956046,770762
37325,136834,0
37522,235660,50376
37719,309271,123987
37925,191005,5721
38126,257425,72141
38326,295281,109997
38525,296849,111565
38736,266191,80907
38938,132070,0
39141,140779,0
39335,154634,0
39531,271964,86680
39736,239657,54373
39938,223404,38120
40139,213391,28107
40336,338684,153400
40543,284544,99260
40736,333106,147822
40950,147938,0
41093,380519,195235
41303,131199,0
41506,152973,0
41702,223076,37792
41907,171950,0
42104,250980,65696
42307,304414,119130
42516,133295,0
42710,270385,85101
42916,172488,0
43106,378255,192971
43311,247079,61795
43512,405620,220336
43710,345423,160139
43923,141650,0
44117,258546,73262
44322,248990,63706
44525,171372,0
44728,204678,19394
44930,170256,0
45125,243985,58701
45335,292949,107665
45536,171372,0
45736,254185,68901
45931,342140,156856
46139,174261,0
46341,278959,93675
46538,309271,123987
46749,224040,38756
46939,365122,179838
47149,156865,0
47350,211543,26259
47543,320929,135645
47747,262368,77084
47950,184525,0
48150,213684,28400
48352,243257,57973
48556,171372,0
48757,244465,59181
48962,142521,0
49149,528563,343279
49359,181285,0
49558,255643,70359
49709,266170,80886
49908,558485,373201
50111,299458,114174
50309,463732,278448
50512,350932,165648
50722,141352,0
50924,139037,0
51127,234589,49305
51326,231541,46257
51528,217641,32357
51733,132261,0
51927,222234,36950
52127,245130,59846
52330,243257,57973
52526,338684,153400
52733,223405,38121
52937,219687,34403
53135,268102,82818
53343,175554,0
53543,232318,47034
53736,276628,91344
53939,206944,21660
54153,178067,0
54349,295698,110414
54553,257037,71753
54751,156038,0
54945,313934,128650
55153,313583,128299
55352,370548,185264
55555,177904,0
55758,151099,0
55958,207205,21921
56156,415009,229725
56366,131199,0
56565,246450,61166
56756,255014,69730
56963,191005,5721
57158,365122,179838
57359,505049,319765
57566,234670,49386
57762,488667,303383
57961,344044,158760
58161,383940,198656
58370,201211,15927
58576,198575,13291
58773,260457,75173
58982,186994,1710
59170,493654,308370
59371,378953,193669
59580,262638,77354
59775,1136895,951611
59976,1285008,1099724
,,
,,
