Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
25,1263696,433946
200,2341128,1511378
397,1678698,848948
603,365257,0
802,849450,19700
1004,693826,0
1207,1634227,804477
1411,1575510,745760
1615,1447370,617620
1820,1414118,584368
2015,1524167,694417
2208,1108543,278793
2416,1439757,610007
2626,1661940,832190
2813,1448243,618493
3022,961081,131331
3212,3068779,2239029
3424,616077,0
3616,1582072,752322
3819,2362265,1532515
4017,1088831,259081
4216,621560,0
4416,1366041,536291
4617,1723393,893643
4833,1756265,926515
5021,1013320,183570
5223,1287992,458242
5421,1769464,939714
5620,885518,55768
5822,1301931,472181
6024,1561350,731600
6228,1455818,626068
6429,1121931,292181
6629,1539538,709788
6828,989678,159928
7027,1896789,1067039
7235,1189958,360208
7449,1115429,285679
7637,1571550,741800
7848,1486982,657232
8048,1271671,441921
8239,713252,0
8438,1528111,698361
8638,1621562,791812
8851,1762978,933228
9041,1585096,755346
9243,1065214,235464
9446,1290055,460305
9650,1162324,332574
9847,843324,13574
10049,942979,113229
10248,1922657,1092907
10449,957940,128190
10649,1100170,270420
10854,1437219,607469
11054,1468288,638538
11254,1521698,691948
11457,1568607,738857
11656,1906933,1077183
11856,1075169,245419
12053,1926207,1096457
12203,1186308,356558
12405,1507734,677984
12606,842110,12360
12806,1399118,569368
13007,764041,0
13209,1565148,735398
13409,977231,147481
13611,743537,0
13820,1560074,730324
14019,1815306,985556
14220,705879,0
14420,2038772,1209022
14625,500066,0
14823,1408991,579241
15026,1804755,975005
15230,1523312,693562
15427,1382240,552490
15628,1443930,614180
15829,1389740,559990
16032,1104240,274490
16234,1147170,317420
16433,1143815,314065
16636,843786,14036
16837,1292170,462420
17036,1528256,698506
17240,1049930,220180
17437,1160131,330381
17644,2008987,1179237
17843,515933,0
18040,1727306,897556
18242,2156489,1326739
18442,1207934,378184
18644,985295,155545
18844,1282311,452561
19046,1260045,430295
19247,1586593,756843
19449,1151361,321611
19661,1042047,212297
19850,730814,0
20054,1000460,170710
20252,1331641,501891
20453,1565670,735920
20654,1484242,654492
20856,1715599,885849
21057,840243,10493
21257,1637371,807621
21467,1490784,661034
21669,1132875,303125
21863,887968,58218
22062,1266722,436972
22263,1209557,379807
22463,1160506,330756
22666,1238441,408691
22868,965173,135423
23067,1835435,1005685
23275,784723,0
23470,1042259,212509
23670,1546353,716603
23877,1238602,408852
24074,772582,0
24275,1305577,475827
24474,2354119,1524369
24675,1615860,786110
24877,844170,14420
25088,1520506,690756
25278,1874278,1044528
25481,999268,169518
25632,1133206,303456
25835,1044714,214964
26032,1347331,517581
26232,945630,115880
26436,1161287,331537
26635,1534433,704683
26831,1553428,723678
27039,940146,110396
27238,1030928,201178
27440,1136671,306921
27643,1422236,592486
27843,1116134,286384
28045,1367807,538057
28244,1491706,661956
28445,1724159,894409
28641,644610,0
28852,1729369,899619
29051,1012250,182500
29251,1173788,344038
29453,1658893,829143
29658,1702866,873116
29856,1455260,625510
30057,1390976,561226
30256,1518624,688874
30457,1295041,465291
30662,1917004,1087254
30865,609166,0
31058,2441081,1611331
31260,1357824,528074
31462,1427761,598011
31662,1074545,244795
31861,2219269,1389519
32075,738291,0
32263,2495258,1665508
32465,1465955,636205
32666,1442749,612999
32871,1065272,235522
33066,1533845,704095
33263,1416577,586827
33464,647084,0
33663,1334216,504466
33867,1218967,389217
34073,1505588,675838
34272,1920980,1091230
34472,1638680,808930
34672,1590324,760574
34872,914886,85136
35076,1278397,448647
35283,1829121,999371
35481,1491658,661908
35678,924847,95097
35881,1413645,583895
36081,654653,0
36281,1376015,546265
36482,1812608,982858
36686,956575,126825
36884,1443286,613536
37087,867772,38022
37293,362523,0
37486,1865932,1036182
37690,1953301,1123551
37891,1483736,653986
38092,983362,153612
38291,1085067,255317
38502,457099,0
38696,1223059,393309
38896,1207638,377888
39098,1250071,420321
39297,1548999,719249
39451,1691178,861428
39651,1018066,188316
39851,2146094,1316344
40052,1418535,588785
40255,1088463,258713
40455,1366011,536261
40657,1168730,338980
40857,1134429,304679
41059,992150,162400
41258,1271805,442055
41463,891129,61379
41662,1369125,539375
41864,1459362,629612
42062,1885218,1055468
42268,1186128,356378
42467,446266,0
42666,1384056,554306
42869,984873,155123
43067,1147879,318129
43267,1784968,955218
43471,1238107,408357
43671,1288332,458582
43873,1180899,351149
44077,713654,0
44280,1225772,396022
44475,1674315,844565
44676,1978685,1148935
44876,1380716,550966
45081,1018946,189196
45278,1811401,981651
45483,1193229,363479
45681,1331686,501936
45885,967367,137617
46085,706513,0
46284,1861618,1031868
46485,1625953,796203
46687,1324242,494492
46889,1319764,490014
47090,774341,0
47290,1423516,593766
47492,1956211,1126461
47695,755898,0
47893,1647363,817613
48102,342759,0
48296,1440299,610549
48497,2059939,1230189
48705,797345,0
48912,966307,136557
49108,1510137,680387
49304,1453789,624039
49501,1496171,666421
49706,1348272,518522
49904,1390428,560678
50107,1057973,228223
50305,1745510,915760
50509,1435943,606193
50708,1266818,437068
50912,1166293,336543
51112,1686739,856989
51311,1426294,596544
51518,1111550,281800
51716,1165103,335353
51918,888178,58428
52118,991723,161973
52318,1319802,490052
52468,1325051,495301
52670,769665,0
52872,1122053,292303
53070,939471,109721
53274,817463,0
53476,780719,0
53677,799718,0
53876,889150,59400
54076,916505,86755
54280,791746,0
54480,856162,26412
54681,1458702,628952
54883,583151,0
55084,1181769,352019
55289,1344247,514497
55490,1577254,747504
55687,726633,0
55887,1680483,850733
56089,1228220,398470
56288,1240252,410502
56491,754567,0
56690,1948219,1118469
56890,1469218,639468
57107,1006284,176534
57306,1355765,526015
57501,1395971,566221
57697,1762091,932341
57908,1145328,315578
58100,896527,66777
58301,2004686,1174936
58502,811813,0
58704,1227970,398220
58907,1180716,350966
59109,1115855,286105
59309,1761042,931292
59509,1435472,605722
59707,1168516,338766
59909,1256443,426693
60111,1343358,513608
,,
,,
