Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
12,501057,0
187,1593980,620719
384,1889141,915880
590,1248168,274907
794,1137072,163811
993,1172095,198834
1198,914595,0
1395,1506104,532843
1598,1279021,305760
1798,1200970,227709
2003,1200619,227358
2196,2597902,1624641
2410,403936,0
2612,1178558,205297
2806,1217988,244727
3007,1611299,638038
3204,1915397,942136
3403,1869645,896384
3602,2288413,1315152
3803,1469314,496053
4008,589845,0
4207,1519505,546244
4407,2073571,1100310
4608,1460887,487626
4808,1962201,988940
5022,1140393,167132
5210,1751022,777761
5413,1244450,271189
5611,1272077,298816
5823,1718625,745364
6021,1528978,555717
6227,1340922,367661
6423,1497157,523896
6628,873715,0
6830,939582,0
7031,1340479,367218
7232,1325613,352352
7422,2011511,1038250
7630,1811923,838662
7837,1285498,312237
8036,1645902,672641
8228,1975954,1002693
8431,1216889,243628
8631,1173020,199759
8834,814666,0
9033,573827,0
9234,1536333,563072
9434,1735695,762434
9635,630411,0
9838,1210322,237061
10040,688520,0
10239,1635687,662426
10439,957940,0
10640,1583420,610159
10840,1376984,403723
11055,1310320,337059
11242,2090675,1117414
11460,1131261,158000
11653,1472251,498990
11852,1642592,669331
12062,1181242,207981
12202,1898096,924835
12401,932612,0
12613,600713,0
12816,1342821,369560
13012,1403323,430062
13214,1379861,406600
13415,1446331,473070
13612,2393150,1419889
13813,1610001,636740
14011,1422391,449130
14213,1625624,652363
14415,648280,0
14617,1548609,575348
14817,1485677,512416
15017,1072064,98803
15222,1049349,76088
15419,960717,0
15622,726080,0
15829,932795,0
16025,1447272,474011
16229,1259060,285799
16428,1139845,166584
16628,910346,0
16829,1127125,153864
17029,1195893,222632
17231,1997064,1023803
17432,1235183,261922
17631,1401003,427742
17832,1312402,339141
18035,1084112,110851
18236,910754,0
18441,719205,0
18640,1644005,670744
18838,946050,0
19040,1038230,64969
19242,1900745,927484
19446,1062722,89461
19645,743049,0
19846,1849668,876407
20051,750887,0
20247,2006665,1033404
20450,1118178,144917
20651,658345,0
20853,1082835,109574
21051,1230036,256775
21250,2082605,1109344
21465,755358,0
21655,1785886,812625
21858,1150640,177379
22064,934860,0
22258,776157,0
22459,1723912,750651
22666,699001,0
22863,1360419,387158
23063,1089680,116419
23267,1072949,99688
23464,1400500,427239
23667,1155756,182495
23869,1362322,389061
24069,1139141,165880
24270,1446269,473008
