Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
132,806516,103039
290,868988,165511
484,907770,204293
634,934035,230558
843,774066,70589
1044,879025,175548
1244,894288,190811
1448,771974,68497
1650,785406,81929
1849,893546,190069
2055,809461,105984
2253,821598,118121
2462,665068,0
2655,784354,80877
2860,854539,151062
3047,1548253,844776
3252,1632706,929229
3450,1664242,960765
3668,661212,0
3864,880332,176855
4063,740893,37416
4270,690715,0
4461,847563,144086
4667,744906,41429
4870,658354,0
5064,924186,220709
5267,842106,138629
5474,683346,0
5679,839755,136278
5870,787059,83582
6073,735381,31904
6271,940602,237125
6479,652775,0
6683,649862,0
6884,680780,0
7078,801580,98103
7291,684699,0
7489,792102,88625
7692,689599,0
7881,1254151,550674
8092,761743,58266
8289,970150,266673
8493,987748,284271
8703,745829,42352
8900,780546,77069
9105,765966,62489
9303,905444,201967
9511,744906,41429
9661,780964,77487
9860,806450,102973
10062,787026,83549
10266,858051,154574
10464,781249,77772
10670,713032,9555
10870,777306,73829
11069,759726,56249
11273,777306,73829
11472,795126,91649
11676,772446,68969
11873,806466,102989
12081,684019,0
12276,725466,21989
12481,793853,90376
12678,854823,151346
12888,725466,21989
13092,829237,125760
13289,851200,147723
13490,720752,17275
13688,808637,105160
13899,724191,20714
14103,696211,0
14299,821383,117906
14502,743858,40381
14700,758482,55005
14902,764996,61519
15104,774066,70589
15306,774066,70589
15507,847563,144086
15703,842723,139246
15916,702989,0
16110,759486,56009
16316,767586,64109
16516,757866,54389
16717,687311,0
16918,829028,125551
17117,794627,91150
17323,751386,47909
17523,821383,117906
17726,764346,60869
17883,734098,30621
18079,803225,99748
18284,836673,133196
18475,1422109,718632
18686,673268,0
18888,731945,28468
19094,772445,68968
19289,830622,127145
19495,785406,81929
19707,836818,133341
19904,703859,382
20104,759486,56009
20300,840302,136825
20495,978956,275479
20708,754626,51149
20907,770826,67349
21107,770825,67348
21309,811827,108350
21510,727850,24373
21710,751385,47908
21918,693813,0
22117,780545,77068
22318,841920,138443
22520,831793,128316
22726,692265,0
22926,806094,102617
23127,730326,26849
23333,749765,46288
23533,756246,52769
23738,708569,5092
23937,934689,231212
24151,686032,0
24347,698526,0
24545,836673,133196
24747,719727,16250
24946,764345,60868
25147,797635,94158
25345,862084,158607
25505,777306,73829
25703,864562,161085
25905,679556,0
26106,769206,65729
26305,823294,119817
26510,758338,54861
26717,699642,0
26913,827006,123529
27114,760571,57094
27320,814502,111025
27525,744906,41429
27726,777306,73829
27923,758430,54953
28130,788646,85169
28329,815650,112173
28539,728337,24860
28731,1022979,319502
28938,697410,0
29135,879025,175548
29337,692537,0
29536,818521,115044
29743,736466,32989
29937,748146,44669
30143,738663,35186
30343,796746,93269
30543,791885,88408
30748,739813,36336
30948,808086,104609
31150,741114,37637
31351,756246,52769
31563,729770,26293
31755,787507,84030
31962,785405,81928
32159,823294,119817
32367,817806,114329
32564,765959,62482
32771,804607,101130
32973,739813,36336
33176,734955,31478
33364,1068646,365169
33575,832850,129373
33719,920168,216691
33925,711916,8439
34129,765106,61629
34330,767586,64109
34529,801606,98129
34727,837882,134405
34935,735186,31709
35131,983283,279806
35341,756246,52769
35543,860927,157450
35744,817561,114084
35946,701873,0
36152,745002,41525
36351,814566,111089
36553,751992,48515
36756,775648,72171
36955,765966,62489
37158,876807,173330
37358,714125,10648
37558,857244,153767
37764,748420,44943
37964,834762,131285
38156,854823,151346
38365,784639,81162
38567,753006,49529
38768,842406,138929
38973,720843,17366
39173,937109,233632
39367,1069631,366154
39575,731558,28081
39781,771409,67932
39979,787078,83601
40183,775686,72209
40386,759486,56009
40589,915328,211851
40795,702989,0
40941,984014,280537
41142,823361,119884
41353,790928,87451
41547,778926,75449
41751,756081,52604
41956,689244,0
42155,851962,148485
42354,762725,59248
42562,715264,11787
42760,864504,161027
42961,757866,54389
43156,773604,70127
43363,772445,68968
43560,786982,83505
43768,735186,31709
43973,737581,34104
44169,829028,125551
44370,774066,70589
44578,720843,17366
44777,873149,169672
44978,653346,0
45175,899734,196257
45382,746526,43049
45581,808086,104609
45789,754654,51177
45982,903227,199750
46189,681215,0
46386,857244,153767
46585,764048,60571
46785,845143,141666
46992,762137,58660
47192,761106,57629
47396,757866,54389
47600,702107,0
47796,787026,83549
48002,754620,51143
48203,795126,91649
48401,862084,158607
48605,784173,80696
48810,769206,65729
49006,864504,161027
49217,803898,100421
49417,803270,99793
49615,781927,78450
49814,736806,33329
50018,778926,75449
50171,756751,53274
50373,819131,115654
50571,903227,199750
50769,823659,120182
50974,876605,173128
51176,709685,6208
51376,771693,68216
51581,738426,34949
51777,857244,153767
51982,779798,76321
52181,847563,144086
52381,1117894,414417
52578,1535638,832161
52788,845143,141666
52991,980000,276523
53188,861518,158041
53400,747885,44408
53598,825206,121729
53808,933958,230481
53994,885921,182444
54206,785406,81929
54407,814566,111089
54606,788646,85169
54809,764346,60869
55015,752666,49189
55209,825196,121719
55411,764346,60869
55618,750972,47495
55807,916600,213123
56012,880343,176866
56221,840302,136825
56416,905647,202170
56624,772446,68969
56823,903227,199750
57029,696294,0
57232,686355,0
57428,781247,77770
57630,976717,273240
57818,1676856,973379
58021,2105746,1402269
58232,1241468,537991
58427,2603024,1899547
58625,1916530,1213053
58826,1630246,926769
59027,1487830,784353
59247,616382,0
59446,711994,8517
59641,770581,67104
59786,1500445,796968
59997,1281407,577930
60195,1581505,878028
