Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
33,1140023,213512
199,1577662,651151
398,1651624,725113
599,1168377,241866
798,1073889,147378
998,1182071,255560
1209,1201347,274836
1414,1125546,199035
1611,1159646,233135
1809,1168081,241570
2016,1128894,202383
2206,1412160,485649
2421,1077373,150862
2623,1103500,176989
2823,1104127,177616
3017,1159964,233453
3212,2000108,1073597
3423,1215506,288995
3616,1208642,282131
3824,1126662,200151
4026,1140053,213542
4224,1156406,229895
4428,1157374,230863
4632,1127015,200504
4833,1114822,188311
5034,1098275,171764
5229,1162118,235607
5426,1280800,354289
5636,1126662,200151
5839,1109597,183086
6040,1110821,184310
6242,1129682,203171
6440,1170892,244381
6643,1137821,211310
6843,1108808,182297
7038,1161086,234575
7238,1313632,387121
7449,1066135,139624
7642,1160206,233695
7845,1158026,231515
8055,1123994,197483
8244,1189119,262608
8457,1103500,176989
8656,1111801,185290
8855,1112156,185645
9059,1096533,170022
9254,1158026,231515
9460,1143400,216889
9664,1112209,185698
9863,1111339,184828
10055,905435,0
10266,151370,0
10468,1106984,180473
10663,1167746,241235
10869,1131126,204615
11070,1143441,216930
11272,1147548,221037
11473,1143400,216889
11677,1056555,130044
11872,1212383,285872
12077,1113080,186569
12280,1093049,166538
12422,1207719,281208
12631,1124430,197919
12834,1127886,201375
13036,1126335,199824
13226,1431827,505316
13436,1140053,213542
13637,1143400,216889
13840,1116619,190108
14043,1118306,191795
14235,1165750,239239
14439,1154786,228275
14646,1138937,212426
14849,1113080,186569
15051,1105242,178731
15251,1134884,208373
15452,1100888,174377
15644,1170413,243902
15851,1120522,194011
16052,1123315,196804
16248,1110987,184476
16449,1141095,214584
16650,1150651,224140
16862,1104371,177860
17057,1219777,293266
17250,1247688,321177
17458,1127778,201267
17661,1126662,200151
17860,1168081,241570
18067,1122660,196149
18254,1494695,568184
18465,1122199,195688
18655,1148449,221938
18869,1092178,165667
19062,1060495,133984
19269,1093049,166538
19470,1169496,242985
19662,1272789,346278
19867,1021615,95104
20068,1167746,241235
20265,1084022,157511
20475,1119177,192666
20675,1150095,223584
20879,1011526,85015
21080,1126144,199633
21279,1126662,200151
21482,1108726,182215
21681,1134436,207925
21886,1100888,174377
22086,1105242,178731
22281,1166126,239615
22487,1128894,202383
22683,1169762,243251
22898,1142284,215773
23095,1108726,182215
23294,1103500,176989
23497,1104371,177860
23696,1118306,191795
23890,1168081,241570
24098,1133357,206846
24299,1130010,203499
24451,1152327,225816
24651,1181340,254829
24853,1101518,175007
25057,1106984,180473
25256,1107855,181344
25454,1159646,233135
25655,1140206,213695
25867,1130363,203852
26062,1113080,186569
26262,1114388,187877
26462,1145632,219121
26666,1140053,213542
26868,1111339,184828
27067,1120048,193537
27268,1134473,207962
27470,1114822,188311
27670,1134473,207962
27875,1150095,223584
28075,1113080,186569
28273,1122204,195693
28478,1109597,183086
28677,1135589,209078
28875,1162886,236375
29080,1117435,190924
29282,1123725,197214
29474,1161229,234718
29684,1118851,192340
29886,1129335,202824
