Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
166,2080629,976216
363,2749408,1644995
564,2622896,1518483
765,2300122,1195709
970,669586,0
1168,972398,0
1369,647035,0
1579,252458,0
1782,136080,0
1987,108239,0
2184,205739,0
2389,89703,0
2590,102145,0
2787,147420,0
2978,897858,0
3185,795437,0
3379,632564,0
3591,160538,0
3791,127979,0
3993,147255,0
4184,1473062,368649
4402,71823,0
4602,80994,0
4802,152962,0
5006,108239,0
5203,186979,0
5404,131220,0
5610,86220,0
5803,179536,0
6001,767200,0
6199,1083659,0
6411,1241739,137326
6603,1695493,591080
6813,426721,0
7008,738077,0
7207,1886935,782522
7406,1884946,780533
7614,2048777,944364
7806,2343353,1238940
8009,1867069,762656
8206,2555137,1450724
8411,1321522,217109
8617,1654768,550355
8815,1245347,140934
9014,587200,0
9215,843868,0
9418,1330161,225748
9626,256692,0
9837,136859,0
10032,47029,0
10233,106007,0
10435,97173,0
10636,103566,0
10833,193938,0
11040,106755,0
11185,828680,0
11385,149610,0
11594,67060,0
11788,236390,0
11996,1055495,0
12195,857598,0
12389,2040929,936516
12587,1660278,555865
12789,1761332,656919
12988,2164666,1060253
13193,1795934,691521
13386,4256671,3152258
13586,3563989,2459576
13787,3446123,2341710
13988,3819262,2714849
14194,4764866,3660453
14394,4481066,3376653
14597,3534782,2430369
14794,2035359,930946
14999,1816764,712351
15201,1406582,302169
15403,2113420,1009007
15609,833064,0
15811,873850,0
16020,189461,0
16214,276110,0
16424,87038,0
16629,152054,0
16819,228501,0
17031,77973,0
17213,1204184,99771
17415,876347,0
17624,738596,0
17827,1179086,74673
18032,2252704,1148291
18220,2421810,1317397
18420,761626,0
18622,1303015,198602
18824,1801657,697244
19026,1432873,328460
19228,1910756,806343
19428,749187,0
19626,924168,0
19828,1358536,254123
20040,162320,0
20239,232881,0
20442,109355,0
20640,311413,0
20851,69672,0
21043,220330,0
21247,149040,0
21442,1140044,35631
21645,716947,0
21860,440023,0
22058,109355,0
22264,134459,0
22467,74898,0
22663,128325,0
22809,354201,0
23009,288921,0
23207,636194,0
23411,1240892,136479
23624,671695,0
23811,968997,0
24012,1026919,0
24215,1564676,460263
24414,1115369,10956
24614,1669853,565440
24815,1913086,808673
25017,1745758,641345
25228,2136492,1032079
25418,1979727,875314
25619,1161256,56843
25822,1090924,0
26021,838558,0
26230,203709,0
26443,122352,0
26634,149071,0
26844,137091,0
27029,955218,0
27238,97199,0
27450,61834,0
27648,181910,0
27851,85349,0
28052,41803,0
28244,169847,0
28453,73647,0
28649,139320,0
28856,113027,0
29045,1508396,403983
29254,1117944,13531
29453,2295411,1190998
29642,2513376,1408963
29842,2011097,906684
30051,1924977,820564
30248,2376063,1271650
30447,2515539,1411126
30648,3630104,2525691
30850,2649860,1545447
31050,3478615,2374202
31251,3142280,2037867
31452,3346256,2241843
31653,2846944,1742531
31854,3257775,2153362
32060,3067448,1963035
32255,2881217,1776804
32462,3018713,1914300
32664,2403757,1299344
32869,2463321,1358908
33072,1714125,609712
33277,687128,0
33467,557238,0
33685,131220,0
33876,282147,0
34075,344736,0
34286,166271,0
34427,348019,0
34632,881921,0
34837,1380390,275977
35031,1885180,780767
35227,2005723,901310
35430,1998688,894275
35639,2371580,1267167
35847,1317518,213105
36035,2649569,1545156
36236,3070623,1966210
36436,1343095,238682
36637,1565992,461579
36837,2046009,941596
37039,2046096,941683
37239,2405014,1300601
37439,1536914,432501
37650,2279285,1174872
37837,3082956,1978543
38038,2153455,1049042
38239,2214754,1110341
38446,2793113,1688700
38650,2223116,1118703
38841,3216093,2111680
39042,2170135,1065722
39244,1839062,734649
39445,1869681,765268
39646,1511932,407519
39848,1576028,471615
40049,2653143,1548730
40267,1844312,739899
40466,1284759,180346
40672,1422450,318037
40862,2962150,1857737
41067,1969871,865458
41261,2691406,1586993
41465,2791000,1686587
41670,2914609,1810196
41859,1911393,806980
42067,2309118,1204705
42265,2649191,1544778
42473,2853340,1748927
42664,3235279,2130866
42867,3068132,1963719
43066,1951197,846784
43268,2460150,1355737
43471,2319443,1215030
43673,2446063,1341650
43873,2188945,1084532
44073,3010903,1906490
44273,2147306,1042893
44476,1935384,830971
44676,1307260,202847
44879,2076051,971638
45076,1307784,203371
45280,1892675,788262
45483,460738,0
45690,170192,0
45898,88471,0
46093,163619,0
46299,98514,0
46505,144180,0
46699,559952,0
46911,197236,0
47093,1171874,67461
47308,446580,0
47451,822033,0
47657,1054921,0
47855,1811544,707131
48053,1509632,405219
48253,1776900,672487
48459,1881438,777025
48652,2162056,1057643
48853,3166856,2062443
49053,4270295,3165882
49253,3649908,2545495
49456,2901658,1797245
49656,2983094,1878681
49856,3020936,1916523
50060,2413050,1308637
50261,2576123,1471710
50468,993995,0
50677,940614,0
50872,267743,0
51082,165482,0
51277,285638,0
51494,107123,0
51674,894958,0
51897,67106,0
52088,247154,0
52296,83690,0
52499,127209,0
52701,92340,0
52889,423532,0
53090,1061348,0
53285,787282,0
53483,1683012,578599
53684,2264864,1160451
53885,2742490,1638077
54086,2837053,1732640
54288,2348270,1243857
54488,2794169,1689756
54689,3021586,1917173
54892,1792879,688466
55093,1187577,83164
55293,1710388,605975
55495,1649033,544620
55700,1400445,296032
55901,541822,0
56102,740600,0
56303,673988,0
56517,82574,0
56710,228697,0
56913,386622,0
57116,140794,0
57323,100973,0
57522,137700,0
57722,162449,0
57924,103680,0
58131,82574,0
58274,289124,0
58476,544927,0
58673,140094,0
58873,1141705,37292
59070,1605753,501340
59274,1538251,433838
59474,1917298,812885
59677,2320101,1215688
59877,2099107,994694
60076,2120911,1016498
60288,1351053,246640
60489,1270734,166321
60685,2595433,1491020
60884,1530724,426311
61087,2031053,926640
61285,1522085,417672
61487,1784935,680522
61694,1794804,690391
61890,1383744,279331
62090,1398030,293617
62292,686148,0
62498,587850,0
62705,145248,0
62898,344736,0
63099,420934,0
63301,359064,0
