Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
167,2028648,512233
367,2799046,1282631
570,1611382,94967
775,833529,0
971,727908,0
1172,1012337,0
1385,260249,0
1590,267217,0
1793,71414,0
1995,119774,0
2196,99312,0
2387,345189,0
2583,906624,0
2785,893116,0
2990,392018,0
3188,544927,0
3402,76995,0
3596,218614,0
3804,124445,0
4007,114934,0
4202,708158,0
4411,71605,0
4611,200880,0
4819,106007,0
5001,1157577,0
5204,1280290,0
5411,1465147,0
5605,1264914,0
5807,939446,0
6006,1452307,0
6206,2097388,580973
6406,1030704,0
6615,1702277,185862
6803,1555135,38720
7004,1877609,361194
7206,3148599,1632184
7406,3261177,1744762
7606,3846807,2330392
7823,1094746,0
8016,1511703,0
8217,1042486,0
8421,739589,0
8630,328304,0
8833,125590,0
9033,153645,0
9227,249523,0
9434,92340,0
9641,69672,0
9834,172541,0
10038,139320,0
10239,170100,0
10440,126359,0
10642,120403,0
10834,1169272,0
11035,1288873,0
11234,1782242,265827
11380,3020492,1504077
11581,2335046,818631
11782,1598488,82073
11983,1132773,0
12193,2249886,733471
12392,3357432,1841017
12594,5158900,3642485
12787,2040865,524450
12993,1018251,0
13188,3629974,2113559
13396,1713009,196594
13610,722284,0
13807,151193,0
14012,119398,0
14206,279797,0
14419,76640,0
14619,113021,0
14828,74763,0
15021,158760,0
15222,149040,0
15433,106517,0
15630,192780,0
15830,88442,0
16039,114355,0
16229,256587,0
16440,56609,0
16630,408934,0
16840,92340,0
17040,142560,0
17233,1254840,0
17430,1157252,0
17644,1166104,0
17835,1986148,469733
18034,1847288,330873
18235,868079,0
18438,1524760,8345
18638,1183563,0
18840,1324921,0
19042,1960287,443872
19244,1342254,0
19444,1958417,442002
19644,1811664,295249
19843,1283897,0
20046,1467567,0
20255,936527,0
20449,1906886,390471
20647,1760561,244146
20851,1827720,311305
21047,1768119,251704
21247,2252073,735658
21449,2683367,1166952
21600,2208436,692021
21800,1021407,0
22001,1196582,0
22214,1673374,156959
22403,2098910,582495
22605,1900506,384091
22807,2226062,709647
23007,1385785,0
23209,2445865,929450
23410,3163495,1647080
23610,2394119,877704
23810,1276176,0
24024,1608054,91639
24222,2433921,917506
24422,1677066,160651
24617,2332926,816511
24818,1315700,0
25019,2425443,909028
25222,2948860,1432445
25421,3218506,1702091
25632,2685830,1169415
25825,2820772,1304357
26024,2406486,890071
26228,2106615,590200
26434,2406062,889647
26632,2407846,891431
26833,2377690,861275
27036,1601700,85285
27245,1802281,285866
27440,1008493,0
27646,2146163,629748
27834,1774713,258298
28052,1919500,403085
28247,1576485,60070
28437,1216346,0
28638,1180224,0
28840,1287524,0
29041,1794323,277908
29241,4059840,2543425
29453,2749650,1233235
29644,2636868,1120453
29845,2501123,984708
30049,2842223,1325808
30250,3500503,1984088
30450,3400102,1883687
30652,4353958,2837543
30853,3670313,2153898
31054,4100812,2584397
31255,4218477,2702062
31456,3808240,2291825
31662,3034267,1517852
31864,2332750,816335
32067,2940178,1423763
32268,2191231,674816
32466,2646834,1130419
32670,3627134,2110719
32873,3160603,1644188
33069,3397691,1881276
33269,3511206,1994791
33471,2763175,1246760
33672,2959492,1443077
33874,2895720,1379305
34073,2935121,1418706
34228,1689821,173406
34431,1830538,314123
34631,1148249,0
34834,945616,0
35034,968131,0
35238,1024418,0
35453,2105123,588708
35639,1508484,0
35838,1138387,0
36038,1621650,105235
36246,1894864,378449
36440,579059,0
36644,947314,0
36859,491806,0
37058,449085,0
37253,263897,0
37468,63576,0
37647,851793,0
37850,311518,0
38055,255957,0
38255,261572,0
38454,461551,0
38665,77313,0
38865,139320,0
39072,51383,0
39267,133072,0
39474,71414,0
39670,152893,0
39877,65318,0
40073,110847,0
40276,106920,0
40480,128325,0
40671,1374971,0
40884,1096533,0
41074,1357712,0
41278,1548082,31667
41475,1850598,334183
41682,1388498,0
41878,1932651,416236
42080,1289420,0
42288,569727,0
42493,269498,0
42694,243290,0
42893,282355,0
43101,116069,0
43294,295488,0
43505,89478,0
43703,181440,0
43897,603427,0
44047,347883,0
44258,102060,0
44456,192780,0
44664,100047,0
44861,163620,0
45068,51383,0
45267,76640,0
45465,137043,0
45671,127209,0
45868,179820,0
46075,83526,0
46269,205871,0
46466,508101,0
46673,211379,0
46875,139320,0
47081,91501,0
47268,883517,0
47476,1238564,0
47672,1869751,353336
47880,2730663,1214248
48074,2553206,1036791
48275,2466077,949662
48477,2490144,973729
48683,2383626,867211
48881,3488208,1971793
49079,3905575,2389160
49277,3096997,1580582
49478,3622797,2106382
49678,2643939,1127524
49880,1979145,462730
