Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
48,597502,0
218,1474835,0
417,1250789,0
619,1261295,0
769,1355281,0
974,1597181,28496
1171,1502533,0
1370,1714723,146038
1583,1254511,0
1781,674534,0
1976,1650377,81692
2175,1784584,215899
2377,1317741,0
2584,870509,0
2784,385311,0
2986,248220,0
3181,867581,0
3382,602315,0
3583,797476,0
3799,258759,0
3988,603427,0
4191,817390,0
4391,366703,0
4588,1023064,0
4792,438467,0
5006,60909,0
5191,1214933,0
5407,1124402,0
5594,1516423,0
5795,1053219,0
5995,743992,0
6196,1245153,0
6396,1550812,0
6600,1930474,361789
6799,1248553,0
7003,467017,0
7201,518580,0
7411,451841,0
7608,1708067,139382
7803,2108733,540048
8009,2740568,1171883
8210,3085943,1517258
8405,2981950,1413265
8609,1061474,0
8808,2918093,1349408
9007,1744752,176067
9220,2043841,475156
9415,3133139,1564454
9606,1413840,0
9813,1679444,110759
10018,1629834,61149
10216,798713,0
10430,170417,0
10625,173916,0
10824,758025,0
11036,430800,0
11227,2361463,792778
11424,2918171,1349486
11627,1270075,0
11827,1332852,0
12038,499015,0
12231,2452928,884243
12430,2704487,1135802
12631,2150894,582209
12831,2879831,1311146
13034,3742665,2173980
13228,4643813,3075128
13429,3321084,1752399
13631,2672892,1104207
13831,3218527,1649842
14033,3171687,1603002
14234,2898573,1329888
14385,2655878,1087193
14586,3590961,2022276
14786,3197867,1629182
14988,2843562,1274877
15188,3454398,1885713
15389,2870737,1302052
15590,3540380,1971695
15791,3089174,1520489
15993,3295067,1726382
16192,2720989,1152304
16399,3613627,2044942
16604,4092662,2523977
16801,4101287,2532602
17007,4177123,2608438
17202,2043798,475113
17413,2426099,857414
17607,2449990,881305
17814,2033356,464671
18008,2675581,1106896
18204,1819369,250684
18413,1411097,0
18616,1090591,0
18827,265188,0
19017,1275936,0
19214,1637475,68790
19421,796154,0
19617,1376338,0
19818,1627067,58382
20021,2039908,471223
20220,1779609,210924
20423,2741078,1172393
20629,1005570,0
20824,2056372,487687
21023,2791182,1222497
21219,1867039,298354
21420,3134646,1565961
21622,2419486,850801
21823,1652443,83758
22025,2087540,518855
22226,1873782,305097
22429,2425181,856496
22631,2835469,1266784
22836,3051288,1482603
23029,2499651,930966
23230,2708053,1139368
23430,2373955,805270
23631,2516867,948182
23831,2341603,772918
24032,1469115,0
24238,2374374,805689
24438,2559128,990443
24642,1292156,0
24854,752093,0
25041,1890147,321462
25256,1927389,358704
25441,1469399,0
25642,1901280,332595
25843,1632734,64049
26046,513434,0
26244,1259767,0
26452,428814,0
26665,737732,0
26855,563481,0
27058,271422,0
27258,670011,0
27467,157140,0
27671,162989,0
27867,387120,0
28063,827527,0
28264,1365917,0
28467,2235368,666683
28661,2892521,1323836
28862,1997890,429205
29067,1036969,0
29270,1642763,74078
29471,1263635,0
29621,4768298,3199613
29821,4535765,2967080
30031,3632564,2063879
30224,4982102,3413417
30418,3323713,1755028
30619,3351205,1782520
30821,3160576,1591891
31020,3489913,1921228
31221,2633162,1064477
31428,2151667,582982
31626,1024273,0
31828,1072954,0
32027,1809675,240990
32236,2028811,460126
32428,2458190,889505
32629,2628916,1060231
32830,2250183,681498
33031,2257766,689081
33232,2469147,900462
33432,2327275,758590
33641,2535785,967100
33837,2117388,548703
34038,2416159,847474
34250,1710976,142291
34456,3703832,2135147
34637,3686008,2117323
34839,2312934,744249
35040,3197044,1628359
35241,2760081,1191396
35444,2880096,1311411
35643,1395266,0
35844,1556350,0
36047,1823232,254547
36248,1177586,0
36446,1113475,0
36648,1209831,0
36850,1137071,0
37051,1513316,0
37251,1856802,288117
37454,1744157,175472
37654,2805447,1236762
37855,1935070,366385
38057,1583661,14976
38261,1489994,0
38460,1459958,0
38661,1574879,6194
38867,1116769,0
39063,2040373,471688
39266,978918,0
39468,919335,0
39665,1056460,0
39867,1350063,0
40069,1789514,220829
40267,2682294,1113609
40470,1880211,311526
40668,2014152,445467
40869,2042451,473766
41070,1597872,29187
41276,2392924,824239
41481,1969888,401203
41678,1324728,0
41879,1062106,0
42078,2685690,1117005
42279,1586949,18264
42484,1730351,161666
42681,1800770,232085
42883,1474981,0
43084,1788125,219440
43285,1950433,381748
43488,2169613,600928
43691,2314297,745612
43889,1152749,0
44090,1329685,0
44290,1135444,0
44499,459099,0
44647,594487,0
44847,1519197,0
45041,1297379,0
45242,1216709,0
45442,1691212,122527
45647,1852576,283891
45853,908819,0
46054,980163,0
46260,2349724,781039
46451,2108430,539745
46648,1908875,340190
46850,2184548,615863
47054,2296672,727987
47258,2405887,837202
47457,3015224,1446539
47658,2430782,862097
47860,4390758,2822073
48063,2939544,1370859
48259,3043702,1475017
48459,2829955,1261270
48659,2975359,1406674
48862,3051914,1483229
49070,2367835,799150
49268,3004593,1435908
49475,2025474,456789
49683,3137068,1568383
49871,2872658,1303973
50073,2608110,1039425
50275,2670026,1101341
50475,2760085,1191400
50679,2737570,1168885
50877,2844925,1276240
51078,2754866,1186181
51279,2912469,1343784
51487,3160130,1591445
51682,3390906,1822221
51885,3356997,1788312
52099,3418913,1850228
52294,3424542,1855857
52494,3385141,1816456
52702,3385141,1816456
52891,3306202,1737517
53096,2839022,1270337
53293,2636390,1067705
53498,2501302,932617
53698,2501302,932617
53896,1393400,0
54098,1460944,0
54300,1652319,83634
54499,1511602,0
54703,1455315,0
54908,1856624,287939
55105,1547047,0
55307,1473875,0
55507,1406330,0
55711,1047952,0
55860,1230188,0
56057,352682,0
56261,1513483,0
56463,1233457,0
56663,1169210,0
56866,1180695,0
57076,1476909,0
57266,1805239,236554
57467,1679530,110845
57668,1029892,0
57870,1071354,0
58070,1462936,0
58271,1445110,0
58474,1372407,0
58675,1418386,0
58872,1692315,123630
59078,1586643,17958
59275,1937964,369279
59475,1050065,0
59676,953331,0
59877,916815,0
60078,934116,0
60280,576853,0
60480,1199216,0
60681,1031727,0
60882,1250810,0
61083,1229716,0
61284,828180,0
61485,1346045,0
61686,860585,0
61887,1280374,0
62089,1263594,0
62289,1246242,0
62490,677078,0
62690,1209664,0
62896,1188555,0
63097,2113748,545063
63293,1460363,0
63495,1726314,157629
63694,1237564,0
63899,1195341,0
64100,1323029,0
64303,1464216,0
