Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
171,1464353,241269
370,1421332,198248
569,1325229,102145
770,774430,0
971,1350019,126935
1172,946342,0
1373,1431062,207978
1578,2201098,978014
1779,1371645,148561
1982,1755027,531943
2177,1763393,540309
2380,1088837,0
2582,1725950,502866
2781,1080152,0
2982,713476,0
3180,666818,0
3381,652478,0
3586,670823,0
3784,876347,0
3986,438856,0
4188,801830,0
4391,543583,0
4590,1203399,0
4793,209866,0
5008,104892,0
5192,983509,0
5408,1132240,0
5593,1383882,160798
5803,317555,0
5997,1240426,17342
6200,2319969,1096885
6392,1765609,542525
6594,594036,0
6795,2098785,875701
6997,2436470,1213386
7197,2286921,1063837
7404,3499409,2276325
7604,3256333,2033249
7807,3325858,2102774
8007,2296108,1073024
8207,1064865,0
8409,531656,0
8610,1049799,0
8816,238829,0
9035,126461,0
9214,568518,0
9431,70300,0
9626,183060,0
9827,106920,0
10031,84240,0
10236,151193,0
10438,52254,0
10628,167339,0
10828,860254,0
11042,1104371,0
11234,1703148,480064
11432,2940859,1717775
11631,2509772,1286688
11832,686780,0
12035,1599535,376451
12187,2407989,1184905
12384,1428819,205735
12591,1063877,0
12794,392394,0
12988,1093047,0
13197,302088,0
13395,451715,0
13608,68149,0
13808,93733,0
14001,179729,0
14209,177205,0
14408,134460,0
14619,151048,0
14811,153900,0
15016,69672,0
15215,144179,0
15422,197997,0
15623,110471,0
15824,97372,0
16023,134460,0
16227,101544,0
16432,92617,0
16628,794046,0
16830,1083664,0
17022,2472420,1249336
17214,4003272,2780188
17415,3617262,2394178
17615,2779947,1556863
17818,2334438,1111354
18019,3416428,2193344
18219,2602343,1379259
18436,661990,0
18627,1166036,0
18829,852960,0
19036,274693,0
19243,295061,0
19432,1094015,0
19633,649559,0
19851,74898,0
20050,73156,0
20250,95167,0
20448,144179,0
20654,84152,0
20847,273321,0
21058,95074,0
21258,57480,0
21457,140940,0
21654,193644,0
21861,174889,0
22060,145800,0
22253,978615,0
