Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
168,1377101,55856
365,1235773,0
567,831730,0
771,810220,0
969,916025,0
1171,1279043,0
1372,904516,0
1580,519417,0
1776,1852950,531705
1977,1968011,646766
2177,3157350,1836105
2378,3539248,2218003
2578,1789426,468181
2779,1155600,0
2979,644570,0
3183,422297,0
3390,108540,0
3594,187294,0
3799,78382,0
3998,95965,0
4203,139320,0
4399,194399,0
4605,97080,0
4801,157140,0
4999,387417,0
5211,196500,0
5410,968762,0
5600,2247641,926396
5802,999835,0
6005,1414971,93726
6204,2325655,1004410
6406,1881344,560099
6615,1417634,96389
6814,642600,0
7009,2365007,1043762
7215,1113656,0
7414,535276,0
7612,633290,0
7826,117039,0
8015,711875,0
8219,325847,0
8429,40932,0
8618,374025,0
8830,115020,0
9034,177160,0
9234,90385,0
9422,788710,0
9630,121245,0
9841,84806,0
10041,71414,0
10244,99312,0
10444,63576,0
10642,140940,0
10838,1108340,0
11031,1100017,0
11186,1800975,479730
11387,1805922,484677
11592,1837529,516284
11794,1693662,372417
11991,2478428,1157183
12196,3766494,2445249
12399,3259245,1938000
12600,2414824,1093579
12795,3642980,2321735
12991,2919233,1597988
13194,5710626,4389381
13393,5384566,4063321
13592,4738137,3416892
13799,3652030,2330785
13999,2235508,914263
14200,2012118,690873
14422,1442039,120794
14614,799878,0
14822,721865,0
15024,147420,0
15229,56609,0
15424,139515,0
15639,102660,0
15825,189205,0
16037,114040,0
16234,144180,0
16425,477010,0
16624,1205909,0
16836,1107743,0
17025,2373956,1052711
17228,931327,0
17428,994262,0
17628,2759568,1438323
17831,2632984,1311739
18032,3007013,1685768
18232,2800284,1479039
18432,1858509,537264
18633,2041038,719793
18848,1147681,0
19036,2518892,1197647
19231,831762,0
19434,1058446,0
19633,1330585,9340
19833,2238092,916847
20039,1363538,42293
20242,900681,0
20442,1071167,0
20654,207671,0
20850,473124,0
21052,647138,0
21260,482599,0
21451,663242,0
21664,89706,0
21861,282129,0
22072,92262,0
22261,1188872,0
22464,1108919,0
22658,1688181,366936
22808,2448204,1126959
23011,3018407,1697162
23209,2425906,1104661
23405,1830732,509487
23613,2953023,1631778
23823,1755626,434381
24025,1406688,85443
24218,1672074,350829
24420,2207514,886269
