Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
78,1095700,255715
241,1653771,813786
442,1420830,580845
656,990700,150715
856,1017698,177713
1059,1038428,198443
1256,1065798,225813
1461,1004117,164132
1656,1035018,195033
1856,1019416,179431
2065,969798,129813
2268,978507,138522
2465,995054,155069
2660,1064178,224193
2860,1030883,190898
3062,1086707,246722
3259,1931288,1091303
3458,1388869,548884
3664,1027502,187517
3872,976765,136780
4064,1086085,246100
4275,839590,0
4475,993312,153327
4683,995925,155940
4876,1053761,213776
5072,1105629,265644
5280,1008989,169004
5475,1030158,190173
5673,1046120,206135
5883,988958,148973
6072,1145525,305540
6278,1039878,199893
6481,1038258,198273
6686,1010242,170257
6890,1022516,182531
7088,1034324,194339
7293,989829,149844
7482,1315083,475098
7696,983732,143747
7889,1039878,199893
8095,1037023,197038
8296,1029212,189227
8488,1508706,668721
8695,1049598,209613
8903,1030328,190343
9098,1069038,229053
9300,1056078,216093
9500,1077138,237153
9706,1020285,180300
9906,1032503,192518
10105,1077138,237153
10308,1073898,233913
10454,1594356,754371
10661,1038867,198882
10862,1076370,236385
11057,1210280,370295
11261,1044738,204753
11463,1213563,373578
11668,1049528,209543
11868,773977,0
12070,951923,111938
12274,974152,134167
12478,998538,158553
12674,1035907,195922
12871,1115310,275325
13073,1009098,169113
13277,1026953,186968
13475,1069038,229053
13684,998538,158553
13883,1004634,164649
14080,1039878,199893
14287,1013343,173358
14482,1103507,263522
14690,1028096,188111
14888,1054948,214963
15086,1059550,219565
15294,983732,143747
15490,1067418,227433
15692,1077138,237153
15897,1018053,178068
16100,1012472,172487
16294,1073898,233913
16501,1040370,200385
16704,1011602,171617
16908,1027278,187293
17100,856939,16954
17301,1056078,216093
17503,1072278,232293
17708,1032021,192036
17905,1059318,219333
18107,1046163,206178
18307,1039878,199893
18511,1044738,204753
18715,1004634,164649
18915,1026132,186147
19118,988087,148102
19317,1039255,199270
19519,1043718,203733
19723,1077138,237153
19918,1033398,193413
20123,1014705,174720
20320,1064178,224193
20525,1059318,219333
20727,1035907,195922
20925,1090098,250113
21126,1043118,203133
21329,1056078,216093
21480,1028538,188553
21684,1052645,212660
21886,1041268,201283
22089,1002022,162037
22289,1040370,200385
22490,1023632,183647
22697,1030905,190920
22896,1020828,180843
23101,1041486,201501
23300,1032913,192928
23503,722936,0
23702,1011602,171617
23902,1047066,207081
24098,1090098,250113
24307,993312,153327
24507,1016854,176869
24708,987216,147231
24907,1073898,233913
25102,1279227,439242
25307,1057698,217713
25511,1041498,201513
25710,1065798,225813
25915,1023632,183647
26113,1028538,188553
26319,1055569,215584
26522,1006376,166391
26723,1045950,205965
26921,1077238,237253
27124,1034327,194342
27331,990700,150715
27521,1129831,289846
27723,1134671,294686
27924,1091108,251123
28128,1075518,235533
28332,1070165,230180
28523,1947714,1107729
28737,408702,0
28937,902869,62884
29133,1107329,267344
29336,1065798,225813
29542,1025000,185015
29743,998538,158553
29940,1028568,188583
30139,1051218,211233
30346,1002431,162446
30549,1008989,169004
30746,1065798,225813
30949,1106298,266313
31153,995054,155069
31348,1070658,230673
31503,1034791,194806
31707,1021182,181197
31903,1083618,243633
32110,1012762,172777
32311,1059872,219887
32504,1072140,232155
32713,989992,150007
32914,1017454,177469
33112,1060938,220953
33319,1049297,209312
33521,1002022,162037
33722,1007247,167262
33917,1035018,195033
34118,1046358,206373
34324,994183,154198
34524,1026980,186995
34727,1037023,197038
34928,1000349,160364
35135,1006376,166391
35327,874429,34444
35536,1003763,163778
35730,1490925,650940
35936,206665,0
36137,1003832,163847
36340,1033675,193690
36535,1069038,229053
36743,1016937,176952
36939,1051218,211233
37134,1706320,866335
