Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
61,1501599,390942
227,2068204,957547
428,2038193,927536
638,1276017,165360
839,1450816,340159
1036,1423819,313162
1234,1421832,311175
1436,1382455,271798
1636,851692,0
1837,1280634,169977
2049,1303752,193095
2249,1238217,127560
2448,1366936,256279
2649,1372456,261799
2853,1122729,12072
3048,2002475,891818
3247,2498618,1387961
3454,1496115,385458
3659,1400916,290259
3857,1183667,73010
4057,1358206,247549
4261,1347480,236823
4466,1326246,215589
4663,1317338,206681
4869,1295381,184724
5067,1391198,280541
5268,1355926,245269
5466,1400495,289838
5669,1383152,272495
5870,1393816,283159
6075,1200951,90294
6272,1478656,367999
6478,1304676,194019
6682,1342942,232285
6880,1274846,164189
7084,1292207,181550
7285,1347271,236614
7485,1159015,48358
7631,1570903,460246
7830,1335391,224734
8037,1438386,327729
8238,1384096,273439
8433,2403727,1293070
8635,1368916,258259
8834,806473,0
9043,1316703,206046
9244,1386723,276066
9448,1393906,283249
9652,1344123,233466
9851,1255686,145029
10054,1411395,300738
10251,1361964,251307
10452,1315487,204830
10654,1520985,410328
10856,1209257,98600
11056,1271417,160760
11254,1293691,183034
11457,972534,0
11657,1004451,0
11853,1673256,562599
12053,1508557,397900
12252,1112804,2147
12454,1682366,571709
12656,1811223,700566
12857,1104938,0
13057,1309001,198344
13258,1118686,8029
13458,1107752,0
13661,1606402,495745
13862,1375708,265051
14063,965418,0
14263,1338766,228109
14466,1408366,297709
14667,1312869,202212
14870,1298957,188300
15071,1340849,230192
15271,1320246,209589
15475,1442955,332298
15674,1011738,0
15876,1550236,439579
16086,1096248,0
16287,1356256,245599
16493,1349313,238656
16688,1627509,516852
16888,1139767,29110
17088,754956,0
17288,1450417,339760
17492,1036008,0
17690,1249309,138652
17892,1243154,132497
18093,1678858,568201
18289,892324,0
18492,1681395,570738
18693,654638,0
18894,1410448,299791
19096,969130,0
19297,1407686,297029
19448,1496209,385552
19648,913959,0
19850,968179,0
20051,1596055,485398
20250,1655643,544986
20453,845541,0
20653,788987,0
20854,1554131,443474
21055,1223074,112417
21256,2085142,974485
21457,833904,0
21657,1444393,333736
21859,1283050,172393
22061,1292011,181354
22262,1694980,584323
22461,1056705,0
22663,1431381,320724
22865,1437519,326862
23066,594663,0
23267,1953683,843026
23466,890920,0
23679,1377938,267281
23883,1530097,419440
24086,1285992,175335
24279,1561845,451188
24487,1696090,585433
24691,1255059,144402
24891,1070253,0
25092,1127575,16918
25287,1372325,261668
25495,1309307,198650
25689,1383265,272608
25894,1397686,287029
26095,1358529,247872
26296,1170073,59416
26498,1326136,215479
26703,1575507,464850
26897,1352874,242217
27105,1292807,182150
27311,1231435,120778
27505,1337979,227322
27705,1432366,321709
27911,1210247,99590
28118,1257482,146825
28309,1684034,573377
28509,1289143,178486
28719,1311753,201096
28919,1286468,175811
29119,1629885,519228
29319,1131527,20870
29516,1101738,0
29714,1516430,405773
29924,1380450,269793
30130,1342863,232206
30326,1309637,198980
30529,1455185,344528
30677,895866,0
30880,1750279,639622
31085,1269605,158948
31287,1376830,266173
31483,1668735,558078
31687,1320017,209360
31891,1369671,259014
32093,1143197,32540
32296,1050903,0
32496,1196842,86185
32684,1557214,446557
32887,1893379,782722
33088,1398812,288155
33288,1033751,0
33491,1494000,383343
33691,1352443,241786
33899,1271776,161119
34102,1370732,260075
34301,1026948,0
34509,1218682,108025
34707,1684929,574272
34908,1365462,254805
35103,1397722,287065
35311,1287558,176901
35512,1042205,0
35706,1540636,429979
35909,1523056,412399
36111,1509075,398418
36319,1367040,256383
36507,1780987,670330
36707,834613,0
36907,1399151,288494
37112,615222,0
37311,1225227,114570
37512,1876369,765712
37712,1168894,58237
37914,601247,0
38116,1176124,65467
38316,1935395,824738
38516,1512922,402265
38729,870670,0
38932,1289816,179159
39125,1318306,207649
39331,1347438,236781
39535,1406259,295602
39732,1357177,246520
39940,992521,0
40140,1341965,231308
40339,1307776,197119
40542,1542566,431909
40742,1666455,555798
40933,2263869,1153212
41135,2294839,1184182
41344,1271117,160460
41541,1476176,365519
41748,1294695,184038
41949,847135,0
42154,1364236,253579
42352,1189461,78804
42551,1418116,307459
42757,1256997,146340
42906,1401503,290846
43104,1282404,171747
43314,1295205,184548
43515,1167965,57308
43718,1338071,227414
43912,1676475,565818
44123,1239138,128481
44322,990589,0
44517,1145777,35120
44718,1432653,321996
44925,1190022,79365
45123,1382493,271836
45316,1663596,552939
45526,1385403,274746
45729,1268614,157957
45932,1269295,158638
46135,1217690,107033
46332,1376830,266173
