Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
68,727083,0
235,1598741,798314
435,2066255,1265828
640,1185186,384759
842,1138409,337982
1040,1395587,595160
1243,1092869,292442
1442,1578541,778114
1645,946560,146133
1843,1599948,799521
2044,1660787,860360
2244,1164077,363650
2456,793211,0
2649,1487711,687284
2860,1219271,418844
3051,2094022,1293595
3251,2334687,1534260
3452,1507572,707145
3654,1523957,723530
3856,1276404,475977
4059,1531956,731529
4256,1605812,805385
4455,1478020,677593
4669,938715,138288
4861,1304657,504230
5063,1403267,602840
5271,951778,151351
5472,1570454,770027
5678,1482760,682333
5864,1663680,863253
6063,1739380,938953
6270,1116617,316190
6476,1487740,687313
6680,1298701,498274
6883,1369846,569419
7084,1159228,358801
7280,1268870,468443
7480,996528,196101
7684,1274987,474560
7884,1536108,735681
8089,1523069,722642
8283,1422047,621620
8489,1186607,386180
8690,1326467,526040
8897,1264177,463750
9096,1201750,401323
9300,1407611,607184
9492,1565602,765175
9695,600327,0
9894,1529469,729042
10046,953503,153076
10250,922059,121632
10459,1320977,520550
10653,1545822,745395
10860,1402561,602134
11054,1464941,664514
11259,1437604,637177
11465,1352198,551771
11657,1917257,1116830
11865,1325880,525453
12060,1667454,867027
12273,1342863,542436
12472,1292177,491750
12669,1470886,670459
12874,1313332,512905
13074,1274987,474560
13274,1435978,635551
13474,1702909,902482
13676,1421352,620925
13879,1249644,449217
14079,1296017,495590
14282,1339427,539000
14486,1378489,578062
14682,784177,0
14882,1424089,623662
15087,1371166,570739
15289,1337807,537380
15482,1606352,805925
15683,1177258,376831
15887,932257,131830
16085,1446453,646026
16288,1271299,470872
16487,1469770,669343
16689,1327245,526818
16892,985250,184823
17093,1411589,611162
17292,1320907,520480
17489,1394077,593650
17690,2013531,1213104
17892,490931,0
18092,1816800,1016373
18293,696431,0
18494,1499805,699378
18695,1146918,346491
18906,959986,159559
19102,1153612,353185
19304,1228891,428464
19505,1427987,627560
19707,1342624,542197
19908,1272177,471750
20108,2061756,1261329
20311,1516005,715578
20513,667895,0
20712,1121202,320775
20913,1645221,844794
21063,786560,0
21263,1139615,339188
21470,752512,0
21668,1432689,632262
21867,1800001,999574
22073,719454,0
22271,1368374,567947
22471,1975906,1175479
22678,876379,75952
22884,1166703,366276
23087,1268820,468393
23288,1622954,822527
23489,1205852,405425
23691,975673,175246
23890,1704045,903618
24092,1239328,438901
24293,1325227,524800
24488,1523826,723399
24687,1591833,791406
24888,987036,186609
25090,1588892,788465
25297,1114745,314318
25498,1431791,631364
25700,853416,52989
25900,1384443,584016
26103,1422745,622318
26307,1438816,638389
26511,1178008,377581
26711,1198229,397802
26905,1463225,662798
27109,1264937,464510
27309,1684905,884478
27508,1298850,498423
27715,1314796,514369
